"","x"
"36158","ABpxpapapa"
"36159","unannotated"
"36160","ABalaappapa/ABalppaaapa"
"36161","ABalapxppa"
"36162","ABpxapaapp"
"36163","Cpapa"
"36164","unannotated"
"36165","Cxpppax"
"36166","ABpxpaaaaap"
"36167","unannotated"
"36168","Cxppapx"
"36169","unannotated"
"36170","unannotated"
"36171","ABpxapaaap"
"36172","MSxppppa"
"36173","ABpxppaaa"
"36174","MSpaaappp/MSxapappa"
"36175","ABalapxpapaa/ABpxpaaappaa"
"36176","MSaaapp"
"36177","ABalpapppp/ABarapappp"
"36178","ABarppxppp"
"36179","unannotated"
"36180","unannotated"
"36181","Cxpapax"
"36182","ABalpppppa/ABpraaappa"
"36183","ABpxapppaa"
"36184","MSxpaaaa"
"36185","unannotated"
"36186","Dxxaa"
"36187","ABalpppapa/ABpraaaapa"
"36188","ABarapapap"
"36189","ABalaaapal/ABalaaappr"
"36190","ABalapaaaa/ABalappapa"
"36191","ABalpaappa/ABaraaappa"
"36192","unannotated"
"36193","unannotated"
"36194","unannotated"
"36195","ABpxapppa"
"36196","ABarpapaapp/ABplaaaaapp"
"36197","ABpxppapaa"
"36198","unannotated"
"36199","unannotated"
"36200","unannotated"
"36201","ABalppppaa/ABpraaapaa"
"36202","ABpxapappp"
"36203","unannotated"
"36204","ABalaaapal/ABalaaappr"
"36205","MSaaaaaax/MSxpaaaax"
"36206","unannotated"
"36207","ABalppapaa/ABarapppaa"
"36208","ABpxpapaap"
"36209","ABarpapaap/ABplaaaaap"
"36210","Cxpappx"
"36211","unannotated"
"36212","unannotated"
"36213","Eaxap/Eaxpa"
"36214","ABplpapppa"
"36215","ABalapxpap/ABpxpaaapp"
"36216","unannotated"
"36217","unannotated"
"36218","ABpxapappp"
"36219","unannotated"
"36220","ABpxpppaap"
"36221","ABpxapaapp"
"36222","unannotated"
"36223","Cxpapa"
"36224","MSxpppp"
"36225","ABpxapppaa"
"36226","unannotated"
"36227","unannotated"
"36228","unannotated"
"36229","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"36230","ABalppppp/ABpraaapp"
"36231","ABpxppppaa"
"36232","ABalpppaaa/ABpraaaaaa"
"36233","Cxpppp"
"36234","unannotated"
"36235","Dxpppx"
"36236","unannotated"
"36237","ABpxppppaa"
"36238","unannotated"
"36239","Cxppap"
"36240","unannotated"
"36241","unannotated"
"36242","ABpxpapaa"
"36243","ABalaaaar"
"36244","unannotated"
"36245","ABplpappaap"
"36246","ABalpppppap/ABpraaappap"
"36247","MSxpapap"
"36248","MSxppaap"
"36249","ABaraaaaa"
"36250","unannotated"
"36251","ABpxpaappa"
"36252","unannotated"
"36253","unannotated"
"36254","unannotated"
"36255","ABarpaapap/ABarpaappx"
"36256","unannotated"
"36257","ABalpppapa/ABpraaaapa"
"36258","unannotated"
"36259","ABprpappaa"
"36260","ABpxappapa"
"36261","Eaxpp/Epxap"
"36262","ABarpaapaa"
"36263","MSxpapaa"
"36264","unannotated"
"36265","ABpxppaapp"
"36266","MSxapa"
"36267","unannotated"
"36268","unannotated"
"36269","ABpxpapapa"
"36270","Caapaa"
"36271","unannotated"
"36272","unannotated"
"36273","ABpxpppaapa"
"36274","ABalapaaa/ABalappap"
"36275","MSxapaap"
"36276","unannotated"
"36277","MSpaaaap"
"36278","unannotated"
"36279","ABpxppapaa"
"36280","unannotated"
"36281","unannotated"
"36282","Cxaaax/Cxaapa"
"36283","ABarpapaap/ABplaaaaap"
"36284","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"36285","ABalppppaad/ABpraaapaad"
"36286","MSxaap"
"36287","ABpxpaaaap"
"36288","unannotated"
"36289","unannotated"
"36290","ABalaaapal/ABalaaappr"
"36291","ABpxpapaaa"
"36292","unannotated"
"36293","ABpxpapaapp/ABpxppaaaaa"
"36294","unannotated"
"36295","ABarpaapap/ABarpaappx"
"36296","ABalpaapapa/ABaraaapapa/ABalpappppa"
"36297","unannotated"
"36298","unannotated"
"36299","MSxapapp"
"36300","MSxpppax"
"36301","ABaraaaap"
"36302","MSxapaa"
"36303","unannotated"
"36304","unannotated"
"36305","ABalapxpapa/ABpxpaaappa"
"36306","MSxapaapa"
"36307","unannotated"
"36308","ABalaapppa/ABalapaapa"
"36309","unannotated"
"36310","ABalppppppa/ABpraaapppa"
"36311","unannotated"
"36312","ABalppappp/ABarappppp"
"36313","unannotated"
"36314","unannotated"
"36315","unannotated"
"36316","ABalpppapav/ABpraaaapav"
"36317","Cxappd"
"36318","ABpxapappp"
"36319","unannotated"
"36320","unannotated"
"36321","ABalaapppaa/ABalapaapaa"
"36322","Cxpapax"
"36323","unannotated"
"36324","ABpxpaaaaa"
"36325","unannotated"
"36326","Cxpaapx"
"36327","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"36328","unannotated"
"36329","ABalpppappp/ABpraaaappp"
"36330","unannotated"
"36331","unannotated"
"36332","ABpxappapp"
"36333","unannotated"
"36334","MSxpppa"
"36335","ABpxapppaa"
"36336","unannotated"
"36337","Dxpppx"
"36338","unannotated"
"36339","ABarppxpp"
"36340","unannotated"
"36341","unannotated"
"36342","Caapaa"
"36343","unannotated"
"36344","ABalaapap/ABalppaap"
"36345","unannotated"
"36346","unannotated"
"36347","unannotated"
"36348","MSxpppp"
"36349","ABarppxpax"
"36350","unannotated"
"36351","unannotated"
"36352","MSxpapa"
"36353","Dxxa"
"36354","unannotated"
"36355","ABpxppaapa"
"36356","unannotated"
"36357","unannotated"
"36358","MSxpaaap"
"36359","MSpaaaa"
"36360","unannotated"
"36361","ABpxappaaa"
"36362","ABalpppapa/ABpraaaapa"
"36363","ABpxpaapaa"
"36364","ABalaappap/ABalppaaap"
"36365","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"36366","ABalppapa/ABarapppa"
"36367","ABaraaaap"
"36368","unannotated"
"36369","unannotated"
"36370","Cpappv"
"36371","unannotated"
"36372","unannotated"
"36373","unannotated"
"36374","ABalpppaaa/ABpraaaaaa"
"36375","ABalppppppa/ABpraaapppa"
"36376","ABaraapxapp/ABarapapppa"
"36377","Dxa"
"36378","ABpxaappap"
"36379","unannotated"
"36380","ABpxpapaap"
"36381","ABarppxpax"
"36382","ABpxpapapp"
"36383","ABpxpppap"
"36384","ABalapxpap/ABpxpaaapp"
"36385","ABaraappaa"
"36386","ABalpppppppa/ABpraaappppa"
"36387","MSaaaaaa"
"36388","MSpppaaa"
"36389","ABplpappp"
"36390","unannotated"
"36391","unannotated"
"36392","ABalpappaa/ABarapapaa"
"36393","ABpxapappp"
"36394","unannotated"
"36395","ABpxpppaaa"
"36396","ABpxapappp"
"36397","ABalapxppap/ABalaappppp/ABalapaappp/ABalppapppp/ABarapppppp"
"36398","ABalaaapal/ABalaaappr"
"36399","ABpxpaapaa"
"36400","ABalpppappp/ABpraaaappp"
"36401","Epxpa"
"36402","unannotated"
"36403","unannotated"
"36404","ABalppppppaa/ABpraaapppaa"
"36405","ABalpapapaa/ABalppapaaa/ABalpppapad/ABarappapaa/ABarapppaaa/ABpraaaapad"
"36406","unannotated"
"36407","MSpaaappp/MSxapappa"
"36408","ABalppppaa/ABpraaapaa"
"36409","ABpxpppapa"
"36410","MSxapaaa"
"36411","ABpxaapapa"
"36412","Cxppapx"
"36413","MSxpppp"
"36414","ABalaaaarx"
"36415","ABprpappaa"
"36416","ABpxppaaaap"
"36417","unannotated"
"36418","ABalapxpap"
"36419","ABpxpaaaap"
"36420","Cxppaax"
"36421","ABpxaapppa"
"36422","Dxpppx"
"36423","unannotated"
"36424","unannotated"
"36425","MSaaaappp/MSxapaapp"
"36426","MSxapaaa"
"36427","Cxpapa"
"36428","MSxpaaa"
"36429","ABarppxpax"
"36430","ABpxpaappa"
"36431","unannotated"
"36432","MSxapaap"
"36433","ABpxpppaap"
"36434","ABalpapaap/ABarappaap"
"36435","MSxppaap"
"36436","ABalpppaa/ABpraaaaa"
"36437","Eaxpp/Epxap"
"36438","ABpxppaapp"
"36439","unannotated"
"36440","Dxapa"
"36441","unannotated"
"36442","ABpxppapaa"
"36443","unannotated"
"36444","unannotated"
"36445","ABalppppppaa/ABpraaapppaa"
"36446","ABpxpaapapa"
"36447","unannotated"
"36448","unannotated"
"36449","ABalpaapppx/ABalpapaaap/ABaraaapppp"
"36450","unannotated"
"36451","ABpxppaapa"
"36452","unannotated"
"36453","unannotated"
"36454","MSxppap"
"36455","ABalpppaap/ABpraaaaap"
"36456","ABalaapap/ABalppaap"
"36457","ABalpppappp/ABpraaaappp"
"36458","ABpxaapapaa"
"36459","MSaaaaa"
"36460","ABpxaapaa"
"36461","unannotated"
"36462","unannotated"
"36463","unannotated"
"36464","unannotated"
"36465","unannotated"
"36466","MSxpapp"
"36467","ABpxpaapaa"
"36468","unannotated"
"36469","Dxppa"
"36470","MSxapppp"
"36471","MSxpapp"
"36472","Cxpaaax"
"36473","unannotated"
"36474","MSxappp"
"36475","MSxappppx"
"36476","ABpxappppa"
"36477","ABpxapaaaa"
"36478","unannotated"
"36479","unannotated"
"36480","unannotated"
"36481","Eaxap/Eaxpa"
"36482","unannotated"
"36483","MSxpappa"
"36484","ABalpapapa/ABarappapa"
"36485","unannotated"
"36486","unannotated"
"36487","MSaappa"
"36488","Cxpppax"
"36489","ABpxppaap"
"36490","MSxappppx"
"36491","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"36492","unannotated"
"36493","unannotated"
"36494","unannotated"
"36495","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"36496","ABarpaaaap/ABarpaaapa"
"36497","ABaraapxpaa"
"36498","unannotated"
"36499","Dxpppx"
"36500","ABpxpaaaaap"
"36501","unannotated"
"36502","ABalaapppp/ABalapaapp"
"36503","ABpxppapap"
"36504","ABalpppapa/ABpraaaapa"
"36505","unannotated"
"36506","Z2/Z3:pseudotime_bin_3"
"36507","ABalaappapa/ABalppaaapa"
"36508","unannotated"
"36509","unannotated"
"36510","Cxpap"
"36511","ABpxapaaaa"
"36512","MSpaaappp/MSxapappa"
"36513","Epxpa"
"36514","unannotated"
"36515","unannotated"
"36516","ABpxapaapa"
"36517","ABpxappppa"
"36518","unannotated"
"36519","unannotated"
"36520","ABalpppppppp/ABpraaappppp"
"36521","MSxapaapa"
"36522","unannotated"
"36523","ABalpppppp/ABpraaappp"
"36524","Cxpaapx"
"36525","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"36526","Cxpppa"
"36527","MSxpapaa"
"36528","unannotated"
"36529","Eaxaa"
"36530","unannotated"
"36531","unannotated"
"36532","Cpapax"
"36533","unannotated"
"36534","Cxpppa"
"36535","MSxpppp"
"36536","ABalppppaa/ABpraaapaa"
"36537","ABalaapppa/ABalapaapa"
"36538","unannotated"
"36539","ABalappaap"
"36540","ABalapxpap/ABpxpaaapp"
"36541","unannotated"
"36542","unannotated"
"36543","MSxpaaa"
"36544","unannotated"
"36545","MSaaaappp/MSxapaapp"
"36546","unannotated"
"36547","Cpappv"
"36548","unannotated"
"36549","ABarpapaappa/ABplaaaaappa/ABpxpaappppa"
"36550","unannotated"
"36551","unannotated"
"36552","unannotated"
"36553","ABpxapppappp"
"36554","MSpaaappp/MSxapappa"
"36555","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"36556","ABalaappapa/ABalppaaapa"
"36557","MSpppaaa"
"36558","ABalppppap/ABpraaapap"
"36559","ABaraapxpp"
"36560","MSxapapaa"
"36561","ABpxpppaaa"
"36562","ABaraapaaa"
"36563","ABalapaaapa/ABalappappa"
"36564","unannotated"
"36565","ABpxaappaa"
"36566","MSxppaa"
"36567","unannotated"
"36568","ABpxaapapppa"
"36569","ABalppappa/ABarappppa"
"36570","ABaraaaaax"
"36571","unannotated"
"36572","ABprpapppa"
"36573","MSpaaappp/MSxapappa"
"36574","unannotated"
"36575","unannotated"
"36576","Cpapax"
"36577","ABplpappppp"
"36578","MSaaaaaa"
"36579","unannotated"
"36580","unannotated"
"36581","ABpxppaapa"
"36582","ABarpaaaapp/ABarpaaapap/ABpxpaaapap"
"36583","unannotated"
"36584","unannotated"
"36585","ABpxappaap"
"36586","unannotated"
"36587","ABpxaapapp"
"36588","ABpxpaaaap"
"36589","ABpxapappa"
"36590","Cxpapax"
"36591","ABalaaapal/ABalaaappr"
"36592","Epxpa"
"36593","unannotated"
"36594","ABpxappaap"
"36595","MSxppaa"
"36596","ABalppppa/ABpraaapa"
"36597","ABpxaapaap"
"36598","MSxapppp"
"36599","ABpxpapapa"
"36600","Cxpaaax"
"36601","MSxpapa"
"36602","Cxpaaax"
"36603","ABalapxppap/ABalaappppp/ABalapaappp/ABalppapppp/ABarapppppp"
"36604","unannotated"
"36605","unannotated"
"36606","unannotated"
"36607","unannotated"
"36608","ABpxpaaaaa"
"36609","ABarpapaapp/ABplaaaaapp"
"36610","unannotated"
"36611","ABalpppppp/ABpraaappp"
"36612","unannotated"
"36613","unannotated"
"36614","Epxaa"
"36615","Dxa"
"36616","ABpxpapapa"
"36617","ABalaappapa/ABalppaaapa"
"36618","ABpxapapp"
"36619","ABalpppaa/ABpraaaaa"
"36620","Dxppp"
"36621","ABpxpaaapa"
"36622","ABarppxpax"
"36623","ABpxppppap"
"36624","ABpxppappp"
"36625","ABalppp/ABpraaa"
"36626","MSxpapp"
"36627","MSxapapa"
"36628","MSxpppap"
"36629","unannotated"
"36630","ABpxaapaap"
"36631","unannotated"
"36632","unannotated"
"36633","ABalpaaaa/ABarapaaa"
"36634","ABpxppapaa"
"36635","ABarpaaaapp/ABarpaaapap/ABpxpaaapap"
"36636","unannotated"
"36637","ABalpppppppa/ABpraaappppa"
"36638","ABpxapaaapa"
"36639","ABalpppaap/ABpraaaaap"
"36640","unannotated"
"36641","ABpxpaappaa"
"36642","ABpxppappa"
"36643","ABalapppa"
"36644","unannotated"
"36645","ABaraapxpp"
"36646","unannotated"
"36647","ABpxpaapa"
"36648","MSxppap"
"36649","MSxppppp"
"36650","ABaraapaaa"
"36651","Epxpa"
"36652","ABalpppapp/ABpraaaapp"
"36653","Cxppapx"
"36654","MSpaaappp/MSxapappa"
"36655","unannotated"
"36656","MSpappax"
"36657","unannotated"
"36658","Dxapp"
"36659","ABaraapaaa"
"36660","ABalpppaap/ABpraaaaap"
"36661","ABalppppaad/ABpraaapaad"
"36662","MSppaap"
"36663","ABpxpapaa"
"36664","ABarppxpax"
"36665","MSpaaaa"
"36666","ABpxapaaapa"
"36667","unannotated"
"36668","ABarpapp/ABplaaap"
"36669","ABpxaapaa"
"36670","ABpxpaappaa"
"36671","ABalpaapaaa/ABalpaappap/ABaraaapaaa/ABaraaappax/ABarapapapa"
"36672","ABpxpapa"
"36673","unannotated"
"36674","ABpxppappp"
"36675","MSxppaap"
"36676","unannotated"
"36677","ABpxaapppp"
"36678","MSxapaap"
"36679","unannotated"
"36680","MSxapppp"
"36681","unannotated"
"36682","ABarpaapap/ABarpaappx"
"36683","ABpxappapp"
"36684","MSxappp"
"36685","unannotated"
"36686","ABpxapapppp"
"36687","MSxppaaa"
"36688","Dxppa"
"36689","unannotated"
"36690","ABarpaapaa"
"36691","ABpxaapapp"
"36692","unannotated"
"36693","Dxaap"
"36694","unannotated"
"36695","unannotated"
"36696","unannotated"
"36697","unannotated"
"36698","Z2/Z3:pseudotime_bin_3"
"36699","ABpxpaaaap"
"36700","ABpxpppapa"
"36701","ABpxppappa"
"36702","unannotated"
"36703","ABalapaaapa/ABalappappa"
"36704","ABarppxppp"
"36705","unannotated"
"36706","MSaappa"
"36707","ABpxppaap"
"36708","MSaaaappp/MSxapaapp"
"36709","ABalppppppa/ABpraaapppa"
"36710","unannotated"
"36711","ABalpapaaa"
"36712","ABpxpapapp"
"36713","unannotated"
"36714","unannotated"
"36715","unannotated"
"36716","Dxppp"
"36717","ABpxpaapap"
"36718","ABpxapapaa"
"36719","MSxppapp"
"36720","unannotated"
"36721","Caapaa"
"36722","unannotated"
"36723","MSxapaap"
"36724","unannotated"
"36725","unannotated"
"36726","MSpaaaap"
"36727","ABpxaapaa"
"36728","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"36729","MSxapapaa"
"36730","unannotated"
"36731","unannotated"
"36732","unannotated"
"36733","MSxapaap"
"36734","unannotated"
"36735","ABpxapppapp"
"36736","MSxppaap"
"36737","ABarppxaap"
"36738","ABalpppppap/ABpraaappap"
"36739","ABpxapappa"
"36740","ABarppxppp"
"36741","ABalpppap/ABpraaaap"
"36742","MSxpppa"
"36743","unannotated"
"36744","ABaraapxpa"
"36745","Cxaaax/Cxaapa"
"36746","ABpxaapaapp"
"36747","MSxapp"
"36748","unannotated"
"36749","MSaaaaaax/MSxpaaaax"
"36750","unannotated"
"36751","Cxpap"
"36752","unannotated"
"36753","ABpxppappp"
"36754","unannotated"
"36755","unannotated"
"36756","unannotated"
"36757","MSxpaaap"
"36758","unannotated"
"36759","ABarpappa/ABplaaapa"
"36760","unannotated"
"36761","MSaaaaaa"
"36762","unannotated"
"36763","Z2/Z3:pseudotime_bin_2"
"36764","ABalaapap/ABalppaap"
"36765","unannotated"
"36766","MSxppap"
"36767","MSapaapp"
"36768","unannotated"
"36769","ABalpaapppx/ABalpapaaap/ABaraaapppp"
"36770","unannotated"
"36771","unannotated"
"36772","MSaaaaaax/MSxpaaaax"
"36773","unannotated"
"36774","MSxapppa"
"36775","ABalpppaaa/ABpraaaaaa"
"36776","ABpxppaaaapp"
"36777","MSxaapa"
"36778","ABpxapaaap"
"36779","ABalpapapaa/ABalppapaaa/ABalpppapad/ABarappapaa/ABarapppaaa/ABpraaaapad"
"36780","MSpaaappp/MSxapappa"
"36781","unannotated"
"36782","ABarpaapaa"
"36783","unannotated"
"36784","Dxxaa"
"36785","ABalapxpapaa/ABpxpaaappaa"
"36786","unannotated"
"36787","unannotated"
"36788","ABalpapaa/ABarappaa"
"36789","ABalapxpap/ABpxpaaapp"
"36790","MSxpaaaa"
"36791","unannotated"
"36792","MSxpaaap"
"36793","ABpxpaaapa"
"36794","unannotated"
"36795","unannotated"
"36796","unannotated"
"36797","MSxapaap"
"36798","unannotated"
"36799","ABalpaaapa/ABarapaapa"
"36800","unannotated"
"36801","Dxxa"
"36802","unannotated"
"36803","ABpxapppa"
"36804","MSxppapp"
"36805","MSxpaaa"
"36806","unannotated"
"36807","ABalppppppa/ABpraaapppa"
"36808","ABaraapaaa"
"36809","Dxxaa"
"36810","ABpxpaapaa"
"36811","Cxpap"
"36812","ABalpapppa/ABarapappa"
"36813","ABaraaaaax"
"36814","ABalppppaad/ABpraaapaad"
"36815","ABpxpppaap"
"36816","ABalpappaa/ABarapapaa"
"36817","ABpxpaappa"
"36818","ABalppappa/ABarappppa"
"36819","unannotated"
"36820","ABpxapaaa"
"36821","unannotated"
"36822","unannotated"
"36823","ABpxpapapp"
"36824","MSxapa"
"36825","ABpxppaaa"
"36826","Eaxpp/Epxap"
"36827","ABpxppaaaap"
"36828","MSxppapp"
"36829","ABalpaappa/ABaraaappa"
"36830","unannotated"
"36831","Dxxaa"
"36832","MSxpppp"
"36833","MSxapppax"
"36834","ABpxapaaaap"
"36835","unannotated"
"36836","ABaraapxap"
"36837","Cxpapa"
"36838","MSxpaaaa"
"36839","Cxpaap"
"36840","ABpxppppap"
"36841","unannotated"
"36842","unannotated"
"36843","ABalapaaaa/ABalappapa"
"36844","unannotated"
"36845","Dxppax"
"36846","ABarppxpax"
"36847","ABpxappaaa"
"36848","unannotated"
"36849","unannotated"
"36850","Cxpppa"
"36851","unannotated"
"36852","unannotated"
"36853","ABalpappap"
"36854","unannotated"
"36855","unannotated"
"36856","unannotated"
"36857","ABpxpaappa"
"36858","ABaraapxpp"
"36859","unannotated"
"36860","ABpxapaaapa"
"36861","ABpxpaaapa"
"36862","MSxppap"
"36863","ABarappaaa"
"36864","unannotated"
"36865","ABarppxpax"
"36866","ABalapaaaa/ABalappapa"
"36867","ABalppppppa/ABpraaapppa"
"36868","unannotated"
"36869","ABalpaapapa/ABaraaapapa/ABalpappppa"
"36870","MSxpppp"
"36871","Cxppap"
"36872","ABpxppaapa"
"36873","ABprpappaa"
"36874","MSxapppax"
"36875","ABaraaaapa"
"36876","ABarpapaapp/ABplaaaaapp"
"36877","ABpxpapapa"
"36878","unannotated"
"36879","ABpxpaappp"
"36880","unannotated"
"36881","Epxpp"
"36882","ABalppppppp/ABpraaapppp"
"36883","ABpxapaaap"
"36884","ABpxapaaaap"
"36885","unannotated"
"36886","Eaxap/Eaxpa"
"36887","ABalpappaa/ABarapapaa"
"36888","unannotated"
"36889","ABalppppaa/ABpraaapaa"
"36890","unannotated"
"36891","Cxppppx"
"36892","Cxpaapx"
"36893","MSxpaaap"
"36894","Cxpapa"
"36895","ABpxapappa"
"36896","unannotated"
"36897","unannotated"
"36898","MSpappa"
"36899","ABalpppapp/ABpraaaapp"
"36900","unannotated"
"36901","Cxpppa"
"36902","unannotated"
"36903","MSxapapaa"
"36904","ABalppppapa/ABpraaapapa"
"36905","MSxpappa"
"36906","ABalapppaaa"
"36907","ABalpppaa/ABpraaaaa"
"36908","unannotated"
"36909","Dxapa"
"36910","MSxapppa"
"36911","ABpxapaaapa"
"36912","ABpxpaappaa"
"36913","MSapaapp"
"36914","unannotated"
"36915","MSxpapaa"
"36916","MSxappp"
"36917","ABpxapppaa"
"36918","unannotated"
"36919","unannotated"
"36920","MSpaaaaa"
"36921","Eaxpp/Epxap"
"36922","unannotated"
"36923","unannotated"
"36924","ABalaaapal/ABalaaappr"
"36925","ABpxapapaa"
"36926","unannotated"
"36927","unannotated"
"36928","ABpxapppa"
"36929","unannotated"
"36930","ABalppppppa/ABpraaapppa"
"36931","unannotated"
"36932","unannotated"
"36933","unannotated"
"36934","ABalpppappp/ABpraaaappp"
"36935","Cxppppx"
"36936","Epxpa"
"36937","Cxppa"
"36938","ABarpapppx/ABplaaappx"
"36939","ABalapaaapa/ABalappappa"
"36940","unannotated"
"36941","ABalaappap/ABalppaaap"
"36942","ABalpppappp/ABpraaaappp"
"36943","ABpxapappp"
"36944","ABpxapppapp"
"36945","unannotated"
"36946","MSpappa"
"36947","ABalapxpapa/ABpxpaaappa"
"36948","ABpxapaaaa"
"36949","unannotated"
"36950","ABpxpaaaaa"
"36951","ABalpppapppa/ABpraaaapppa"
"36952","MSxapaaa"
"36953","unannotated"
"36954","unannotated"
"36955","Cxpap"
"36956","ABpxpaaapp"
"36957","MSxapppp"
"36958","MSxpapap"
"36959","ABalppappap/ABarappppap"
"36960","ABarpapaapp/ABplaaaaapp"
"36961","unannotated"
"36962","unannotated"
"36963","Caapa"
"36964","Cxaaax/Cxaapa"
"36965","MSxppppa"
"36966","unannotated"
"36967","MSxapap"
"36968","ABalpappaa/ABarapapaa"
"36969","unannotated"
"36970","unannotated"
"36971","ABalapaaa/ABalappap"
"36972","ABpxpppppa"
"36973","unannotated"
"36974","unannotated"
"36975","ABalaapppp/ABalapaapp"
"36976","MSaaaaap"
"36977","ABalapaaaa/ABalappapa"
"36978","Cxppa"
"36979","ABalaaapal/ABalaaappr"
"36980","ABalppppap/ABpraaapap"
"36981","Dxxaa"
"36982","unannotated"
"36983","unannotated"
"36984","ABaraapaaa"
"36985","unannotated"
"36986","ABalppppapa/ABpraaapapa"
"36987","ABalaapap/ABalppaap"
"36988","ABalapxppap/ABalaappppp/ABalapaappp/ABalppapppp/ABarapppppp"
"36989","ABpxapappp"
"36990","ABpxpaappp"
"36991","ABpxppaaaap"
"36992","unannotated"
"36993","unannotated"
"36994","Cxaaax/Cxaapa"
"36995","unannotated"
"36996","MSpaaaaa"
"36997","ABalppappap/ABarappppap"
"36998","MSxpapaa"
"36999","ABarpapppx/ABplaaappx"
"37000","ABpxaapppp"
"37001","unannotated"
"37002","ABpxapaaapa"
"37003","MSpaaappp/MSxapappa"
"37004","unannotated"
"37005","unannotated"
"37006","MSxpaaap"
"37007","unannotated"
"37008","ABarpaapxx"
"37009","ABpxapaaapa"
"37010","Cxppppx"
"37011","ABpxppppaaa"
"37012","ABpxapppa"
"37013","Cxppap"
"37014","ABpxpaaapp"
"37015","MSxpppp"
"37016","MSxapaa"
"37017","ABpxpppppa"
"37018","ABpxppappp"
"37019","unannotated"
"37020","unannotated"
"37021","unannotated"
"37022","Cxpapax"
"37023","ABpxpppaapa"
"37024","ABarppxppp"
"37025","unannotated"
"37026","unannotated"
"37027","unannotated"
"37028","ABalpppapav/ABpraaaapav"
"37029","MSaaapaa"
"37030","ABpxppapap"
"37031","MSxppapp"
"37032","MSaaaaaa"
"37033","ABpxpapaap"
"37034","ABalppapap/ABarapppap"
"37035","Cxppaax"
"37036","ABaraapxap"
"37037","ABpxpaapapa"
"37038","ABprppppapp"
"37039","ABpxpaaaaap"
"37040","ABpxpapaa"
"37041","unannotated"
"37042","unannotated"
"37043","MSxppppx"
"37044","unannotated"
"37045","MSxpppp"
"37046","unannotated"
"37047","ABpxpapaapa/ABpxpapappa"
"37048","MSappaaa"
"37049","unannotated"
"37050","Cxaaax/Cxaapa"
"37051","Dxxax"
"37052","unannotated"
"37053","ABpxpapapap"
"37054","unannotated"
"37055","ABpxaapapa"
"37056","ABalpppaap/ABpraaaaap"
"37057","unannotated"
"37058","unannotated"
"37059","unannotated"
"37060","unannotated"
"37061","ABaraaaaax"
"37062","Z2/Z3:pseudotime_bin_2"
"37063","unannotated"
"37064","ABpxaapapppa"
"37065","MSxppaap"
"37066","ABaraapxpa"
"37067","unannotated"
"37068","unannotated"
"37069","unannotated"
"37070","Z2/Z3:pseudotime_bin_2"
"37071","MSxapppp"
"37072","MSxapaapa"
"37073","ABpxpaapa"
"37074","ABpxapaaa"
"37075","ABarppxapp"
"37076","unannotated"
"37077","ABpxaapppa"
"37078","ABpxaappap"
"37079","MSxpapaa"
"37080","ABpxaapaapa"
"37081","ABarppxppp"
"37082","unannotated"
"37083","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
