"","x"
"35155","ABpxaapapa"
"35156","MSaaaapp"
"35157","unannotated"
"35158","unannotated"
"35159","ABalppppap/ABpraaapap"
"35160","ABalaappap/ABalppaaap"
"35161","MSaaaaaa"
"35162","ABpxpaaaaap"
"35163","unannotated"
"35164","MSppaap"
"35165","ABalaaaarx"
"35166","unannotated"
"35167","unannotated"
"35168","MSxpppap"
"35169","Cxpappx"
"35170","ABaraapxpa"
"35171","Cxaaax/Cxaapa"
"35172","Cxppap"
"35173","Cxppppx"
"35174","unannotated"
"35175","ABpxppppaa"
"35176","ABpxaapaapa"
"35177","ABprpappaa"
"35178","MSxppaap"
"35179","unannotated"
"35180","unannotated"
"35181","MSxppap"
"35182","ABalapaaaa/ABalappapa"
"35183","ABpxaapaap"
"35184","ABpxpaapaa"
"35185","ABpxaapapa"
"35186","ABalpppppppa/ABpraaappppa"
"35187","unannotated"
"35188","MSxpapaa"
"35189","ABpxpppaapa"
"35190","unannotated"
"35191","unannotated"
"35192","unannotated"
"35193","MSxapppa"
"35194","Z2/Z3:pseudotime_bin_2"
"35195","MSxpppap"
"35196","unannotated"
"35197","ABpxpaaaaap"
"35198","unannotated"
"35199","Cxpaapx"
"35200","ABalppappp/ABarappppp"
"35201","unannotated"
"35202","Dxxax"
"35203","Dxppp"
"35204","ABpxapaaapa"
"35205","unannotated"
"35206","ABalpppappp/ABpraaaappp"
"35207","unannotated"
"35208","unannotated"
"35209","ABprpappap"
"35210","ABpxaapppa"
"35211","unannotated"
"35212","unannotated"
"35213","unannotated"
"35214","MSxapppax"
"35215","ABalpaaapp/ABarapaapp"
"35216","unannotated"
"35217","ABalpaappp"
"35218","unannotated"
"35219","ABalpappa/ABarapapa"
"35220","ABalapxpp"
"35221","MSaaaapa"
"35222","ABpxapaaapa"
"35223","ABpxappaaa"
"35224","unannotated"
"35225","ABalpappaa/ABarapapaa"
"35226","unannotated"
"35227","MSaaaaaa"
"35228","Cxpppp"
"35229","unannotated"
"35230","ABpxppppaa"
"35231","Z2/Z3:pseudotime_bin_2"
"35232","ABarpapaa/ABplaaaaa"
"35233","ABpxpppaap"
"35234","ABpxpaapaa"
"35235","ABpxapappp"
"35236","unannotated"
"35237","ABpxpppppp"
"35238","unannotated"
"35239","Cxpappx"
"35240","unannotated"
"35241","unannotated"
"35242","MSxpaaap"
"35243","MSxaapapa/ABalpappapp"
"35244","ABalpppapppa/ABpraaaapppa"
"35245","ABalppapap/ABarapppap"
"35246","ABaraapxapp/ABarapapppa"
"35247","ABalppappp/ABarappppp"
"35248","unannotated"
"35249","unannotated"
"35250","MSxpaaaa"
"35251","unannotated"
"35252","ABalapxpap"
"35253","MSxaapapa/ABalpappapp"
"35254","ABalpaappa/ABaraaappa"
"35255","MSaaaappp/MSxapaapp"
"35256","unannotated"
"35257","MSxppap"
"35258","unannotated"
"35259","MSppaap"
"35260","unannotated"
"35261","ABalpppapppa/ABpraaaapppa"
"35262","Cxpapp"
"35263","Cxpa"
"35264","MSaaaaaa"
"35265","ABalapxppa"
"35266","MSxaapapa/ABalpappapp"
"35267","ABalpappap"
"35268","ABpxappapa"
"35269","unannotated"
"35270","unannotated"
"35271","ABaraaaaax"
"35272","ABaraapxpaa"
"35273","unannotated"
"35274","ABaraaaaa"
"35275","unannotated"
"35276","unannotated"
"35277","unannotated"
"35278","unannotated"
"35279","ABpxppaapa"
"35280","Cxppp"
"35281","unannotated"
"35282","unannotated"
"35283","MSxapppp"
"35284","unannotated"
"35285","ABpxapapppp"
"35286","ABarpaapaa"
"35287","unannotated"
"35288","ABpxppappa"
"35289","ABpxapaaapa"
"35290","ABarpapppx/ABplaaappx"
"35291","ABpxpaappa"
"35292","unannotated"
"35293","ABalppappa/ABarappppa"
"35294","ABpxppaaaap"
"35295","ABpxpaaaap"
"35296","unannotated"
"35297","ABarpappp/ABplaaapp"
"35298","unannotated"
"35299","Cxpa"
"35300","unannotated"
"35301","ABalaapppa/ABalapaapa"
"35302","unannotated"
"35303","unannotated"
"35304","ABpxaapapa"
"35305","Z2/Z3:pseudotime_bin_2"
"35306","MSxppaa"
"35307","ABalpppappp/ABpraaaappp"
"35308","ABpxapppapp"
"35309","unannotated"
"35310","ABpxpapapa"
"35311","ABpxappapa"
"35312","MSxappppx"
"35313","ABpxapaaapa"
"35314","ABpxappaap"
"35315","ABalpppappp/ABpraaaappp"
"35316","MSaaaappp/MSxapaapp"
"35317","unannotated"
"35318","ABpxppppa"
"35319","Dxppax"
"35320","unannotated"
"35321","unannotated"
"35322","MSxppa"
"35323","Cxpapax"
"35324","unannotated"
"35325","ABalpppppa/ABpraaappa"
"35326","Dxxax"
"35327","ABarpaapxx"
"35328","ABpxaapappp"
"35329","unannotated"
"35330","unannotated"
"35331","ABpxpaaaaa"
"35332","MSxappp"
"35333","ABalppppap/ABpraaapap"
"35334","unannotated"
"35335","MSaaaaap"
"35336","MSxaapap"
"35337","Cxppaax"
"35338","unannotated"
"35339","unannotated"
"35340","unannotated"
"35341","MSpaaapp"
"35342","Cxpaapx"
"35343","ABalpaaaaa/ABarapaaaa"
"35344","unannotated"
"35345","MSaaaapa"
"35346","MSxppa"
"35347","ABpxpppapa"
"35348","unannotated"
"35349","unannotated"
"35350","ABalpppppaa/ABpraaappaa"
"35351","ABalppppapa/ABpraaapapa"
"35352","unannotated"
"35353","ABpxpaapaa"
"35354","MSxpppa"
"35355","unannotated"
"35356","unannotated"
"35357","unannotated"
"35358","unannotated"
"35359","ABalpappap"
"35360","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"35361","ABalpapapa/ABarappapa"
"35362","unannotated"
"35363","ABalpppaaa/ABpraaaaaa"
"35364","unannotated"
"35365","ABpxppppaa"
"35366","MSpaaaap"
"35367","MSxapaa"
"35368","unannotated"
"35369","ABpxaapa"
"35370","MSxappp"
"35371","MSaaaappp/MSxapaapp"
"35372","ABpxpppaap"
"35373","MSxpapaa"
"35374","unannotated"
"35375","unannotated"
"35376","unannotated"
"35377","unannotated"
"35378","ABpxapapaa"
"35379","ABpxapppaa"
"35380","unannotated"
"35381","MSpaaappp/MSxapappa"
"35382","unannotated"
"35383","unannotated"
"35384","ABpxappaap"
"35385","ABalppppaa/ABpraaapaa"
"35386","ABpxapappa"
"35387","MSxaapa"
"35388","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"35389","unannotated"
"35390","Cxaaax/Cxaapa"
"35391","ABpxppappa"
"35392","ABalaaaarx"
"35393","MSaaaaaa"
"35394","MSxpaaa"
"35395","ABpxpppaaa"
"35396","unannotated"
"35397","Cxaaax/Cxaapa"
"35398","unannotated"
"35399","Caapa"
"35400","MSxpaaap"
"35401","unannotated"
"35402","unannotated"
"35403","unannotated"
"35404","ABpxppapp"
"35405","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"35406","unannotated"
"35407","unannotated"
"35408","Cxaapp"
"35409","ABalaaapal/ABalaaappr"
"35410","MSxpapaa"
"35411","ABalppppaad/ABpraaapaad"
"35412","MSxapaaa"
"35413","ABpxppppap"
"35414","unannotated"
"35415","unannotated"
"35416","unannotated"
"35417","unannotated"
"35418","unannotated"
"35419","ABalappaap"
"35420","ABpxaapppa"
"35421","ABalaapppaa/ABalapaapaa"
"35422","ABalpppappp/ABpraaaappp"
"35423","ABpxppaapp"
"35424","ABalaapapp/ABalppaapp"
"35425","Cxaaax/Cxaapa"
"35426","unannotated"
"35427","unannotated"
"35428","unannotated"
"35429","ABpxpaappaa"
"35430","unannotated"
"35431","MSxpap"
"35432","unannotated"
"35433","Caapa"
"35434","unannotated"
"35435","ABpxpppaaa"
"35436","ABalppppppa/ABpraaapppa"
"35437","unannotated"
"35438","Z2/Z3:pseudotime_bin_2"
"35439","unannotated"
"35440","ABpxpaaaaap"
"35441","ABpxappppa"
"35442","MSxpaaap"
"35443","Cxppppx"
"35444","unannotated"
"35445","ABalaaapal/ABalaaappr"
"35446","MSaaaaaa"
"35447","Cxpappx"
"35448","ABalppppapa/ABpraaapapa"
"35449","ABpxapaaapa"
"35450","unannotated"
"35451","ABpxppaapa"
"35452","ABalpapaap/ABarappaap"
"35453","ABpxapapaa"
"35454","MSxaapapa/ABalpappapp"
"35455","ABpxpaapapa"
"35456","ABalpppapa/ABpraaaapa"
"35457","ABpxpapaaa"
"35458","ABalapxpppa"
"35459","MSxppaa"
"35460","Eaxap/Eaxpa"
"35461","unannotated"
"35462","MSxppaap"
"35463","ABarppxapp"
"35464","ABalapaaap/ABalappapp"
"35465","unannotated"
"35466","MSapaapp"
"35467","MSxpapp"
"35468","ABarppxaaa"
"35469","ABpxaapappp"
"35470","ABpxapapppp"
"35471","unannotated"
"35472","unannotated"
"35473","unannotated"
"35474","ABalppappap/ABarappppap"
"35475","unannotated"
"35476","ABpxppaaaap"
"35477","ABalaapaa"
"35478","unannotated"
"35479","ABalaappapa/ABalppaaapa"
"35480","ABarpapaap/ABplaaaaap"
"35481","ABalpppappp/ABpraaaappp"
"35482","ABpxapaaap"
"35483","Dxapa"
"35484","unannotated"
"35485","ABalpppppa/ABpraaappa"
"35486","Cxaaax/Cxaapa"
"35487","Dxxaa"
"35488","ABarpaaaa"
"35489","unannotated"
"35490","unannotated"
"35491","ABpxaapppp"
"35492","Dxap"
"35493","Dxaap"
"35494","Z2/Z3:pseudotime_bin_3"
"35495","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"35496","Z2/Z3:pseudotime_bin_3"
"35497","MSxpappa"
"35498","ABprpappaa"
"35499","MSxapap"
"35500","unannotated"
"35501","MSxapapp"
"35502","ABpxpaaapp"
"35503","ABpxpaaaaa"
"35504","MSxpappa"
"35505","unannotated"
"35506","ABpxaapaaa"
"35507","ABalppppppp/ABpraaapppp"
"35508","ABpxaapaapp"
"35509","unannotated"
"35510","unannotated"
"35511","ABalaaaa"
"35512","unannotated"
"35513","ABaraapxpa"
"35514","unannotated"
"35515","unannotated"
"35516","Cxpapa"
"35517","unannotated"
"35518","ABpxaappap"
"35519","Dxxa"
"35520","ABpxaapaaap/ABalaaapall/ABalaaapprr/ABalppapapp/ABarapppapp"
"35521","unannotated"
"35522","unannotated"
"35523","MSxpppa"
"35524","ABalpppppp/ABpraaappp"
"35525","ABpxpppppp"
"35526","ABalpaapap/ABaraaapap"
"35527","ABalaaapal/ABalaaappr"
"35528","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"35529","MSppaap"
"35530","unannotated"
"35531","unannotated"
"35532","MSxaapa"
"35533","ABpxapapaa"
"35534","unannotated"
"35535","ABarpapaa/ABplaaaaa"
"35536","ABalppppapa/ABpraaapapa"
"35537","MSppaap"
"35538","unannotated"
"35539","unannotated"
"35540","ABpxppapaa"
"35541","unannotated"
"35542","MSpaaap"
"35543","unannotated"
"35544","Dxxaa"
"35545","unannotated"
"35546","ABalapppa"
"35547","MSxpapaa"
"35548","Cxppa"
"35549","unannotated"
"35550","Cxpapax"
"35551","ABarpapaaa/ABplaaaaaa"
"35552","unannotated"
"35553","Dxppax"
"35554","ABarpaaaaa"
"35555","ABpxaappaa"
"35556","unannotated"
"35557","ABalapaaaaa/ABalappapaa"
"35558","unannotated"
"35559","ABpxaapppp"
"35560","ABpxpaaaap"
"35561","MSxappppx"
"35562","ABpxappp"
"35563","ABpxaapaa"
"35564","Cxpaaa"
"35565","ABpxppaapp"
"35566","MSaaaaaa"
"35567","MSxaapapa/ABalpappapp"
"35568","unannotated"
"35569","unannotated"
"35570","ABpxpapapa"
"35571","MSxppap"
"35572","ABalpaaapa/ABarapaapa"
"35573","ABpxpaaaaap"
"35574","MSxpapaa"
"35575","unannotated"
"35576","ABpxaapaaaa"
"35577","ABpxaapapaa"
"35578","ABpxpaapaa"
"35579","ABalaaapar/ABalaaappl"
"35580","unannotated"
"35581","ABpxpaappaa"
"35582","unannotated"
"35583","unannotated"
"35584","ABpxaapppa"
"35585","ABpxapaaapa"
"35586","unannotated"
"35587","ABpxpapapa"
"35588","ABpxapaaap"
"35589","unannotated"
"35590","unannotated"
"35591","MSxpaaaa"
"35592","ABalpapapp/ABarappapp"
"35593","unannotated"
"35594","ABpxpaaa"
"35595","unannotated"
"35596","unannotated"
"35597","ABpxappapa"
"35598","unannotated"
"35599","MSxpapp"
"35600","unannotated"
"35601","unannotated"
"35602","ABpxaapappp"
"35603","MSxappp"
"35604","ABpxaapppa"
"35605","Cxpaapx"
"35606","Epxpp"
"35607","unannotated"
"35608","MSxppaap"
"35609","ABpxaapapp"
"35610","unannotated"
"35611","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"35612","MSxpapaa"
"35613","MSxapppa"
"35614","unannotated"
"35615","ABarppxaap"
"35616","ABalpaaaa/ABarapaaa"
"35617","ABalpppappp/ABpraaaappp"
"35618","unannotated"
"35619","ABpxpaappa"
"35620","ABarppxpax"
"35621","unannotated"
"35622","ABarpapppx/ABplaaappx"
"35623","Dxaap"
"35624","unannotated"
"35625","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"35626","ABpxapppaa"
"35627","unannotated"
"35628","MSxpaaa"
"35629","ABalpppppa/ABpraaappa"
"35630","unannotated"
"35631","Cxppp"
"35632","ABalpaapapa/ABaraaapapa/ABalpappppa"
"35633","ABarppxppa"
"35634","ABalaapppa/ABalapaapa"
"35635","MSxppppx"
"35636","unannotated"
"35637","unannotated"
"35638","unannotated"
"35639","Cxppaa"
"35640","ABaraapxpp"
"35641","MSpaaappp/MSxapappa"
"35642","unannotated"
"35643","ABpxaapppp"
"35644","ABpxaapappp"
"35645","MSpppaaa"
"35646","unannotated"
"35647","Dxaap"
"35648","ABpxapapppp"
"35649","ABarpaaap"
"35650","Cxpapa"
"35651","MSpaaaap"
"35652","unannotated"
"35653","ABpxaapppa"
"35654","ABpxapppa"
"35655","ABpxappapa"
"35656","unannotated"
"35657","ABarppxaap"
"35658","Cxaaax/Cxaapa"
"35659","unannotated"
"35660","MSpappax"
"35661","ABpxppaa"
"35662","unannotated"
"35663","ABpxpppaaa"
"35664","ABalapaaaa/ABalappapa"
"35665","unannotated"
"35666","Dxxaa"
"35667","MSxppaaa"
"35668","ABalppappp/ABarappppp"
"35669","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"35670","unannotated"
"35671","ABarpapaa/ABplaaaaa"
"35672","ABpxpaappp"
"35673","Cxpaapx"
"35674","ABalpaapppx/ABalpapaaap/ABaraaapppp"
"35675","unannotated"
"35676","ABpxppaaaapp"
"35677","unannotated"
"35678","ABpxapaapp"
"35679","Dxapx"
"35680","Cxpaa"
"35681","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"35682","ABarpapaap/ABplaaaaap"
"35683","ABalpaapa/ABaraaapa"
"35684","ABalapaaapa/ABalappappa"
"35685","Z2/Z3:pseudotime_bin_2"
"35686","ABaraapxpp"
"35687","ABalpapaaa"
"35688","unannotated"
"35689","ABpxapaaap"
"35690","MSxaapap"
"35691","ABpxpppaap"
"35692","MSxpappa"
"35693","unannotated"
"35694","MSxpaaaa"
"35695","unannotated"
"35696","MSxppaap"
"35697","unannotated"
"35698","ABpxaapppa"
"35699","ABalpaappp"
"35700","unannotated"
"35701","ABpxaapaaap/ABalaaapall/ABalaaapprr/ABalppapapp/ABarapppapp"
"35702","ABalppappa/ABarappppa"
"35703","ABalaapppp/ABalapaapp"
"35704","unannotated"
"35705","ABpxpppaa"
"35706","MSxpapp"
"35707","unannotated"
"35708","ABpxpapapap"
"35709","ABpxppappa"
"35710","ABarappaaa"
"35711","MSpaaaap"
"35712","MSaappa"
"35713","Cxpapax"
"35714","Cxppppx"
"35715","unannotated"
"35716","ABpxppppp"
"35717","Dxap"
"35718","ABarpapaaa/ABplaaaaaa"
"35719","ABpxppaapp"
"35720","unannotated"
"35721","unannotated"
"35722","MSxpppa"
"35723","ABalppppap/ABpraaapap"
"35724","unannotated"
"35725","ABpxappapa"
"35726","unannotated"
"35727","ABalpaaaaa/ABarapaaaa"
"35728","unannotated"
"35729","unannotated"
"35730","MSxapapaa"
"35731","unannotated"
"35732","unannotated"
"35733","MSpaaapp"
"35734","MSxpppp"
"35735","ABalapaaaa/ABalappapa"
"35736","MSxpaa"
"35737","unannotated"
"35738","ABalpppapav/ABpraaaapav"
"35739","unannotated"
"35740","Dxxaa"
"35741","unannotated"
"35742","unannotated"
"35743","unannotated"
"35744","unannotated"
"35745","unannotated"
"35746","MSxpaaap"
"35747","MSxppppx"
"35748","ABpxaappp"
"35749","ABarpaapap/ABarpaappx"
"35750","unannotated"
"35751","ABalpaaapa/ABarapaapa"
"35752","unannotated"
"35753","ABalpppappp/ABpraaaappp"
"35754","ABalpapaaa"
"35755","Epxpp"
"35756","ABalappaap"
"35757","ABpxpaaaapa"
"35758","unannotated"
"35759","MSxpapa"
"35760","ABpxapppaa"
"35761","ABalappaap"
"35762","ABarapapapp"
"35763","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"35764","ABpxaappaa"
"35765","ABpxpaaaap"
"35766","Cxaaax/Cxaapa"
"35767","unannotated"
"35768","ABpxaappa"
"35769","ABpxapapa"
"35770","MSxapppax"
"35771","ABarppxpax"
"35772","unannotated"
"35773","unannotated"
"35774","ABpxapappa"
"35775","ABalaappapa/ABalppaaapa"
"35776","MSaaaaaax/MSxpaaaax"
"35777","unannotated"
"35778","ABpxpapaaa"
"35779","unannotated"
"35780","ABarpapaaa/ABplaaaaaa"
"35781","MSxpppp"
"35782","ABpxpapaapa/ABpxpapappa"
"35783","MSaaaappp/MSxapaapp"
"35784","ABpxapaaaap"
"35785","unannotated"
"35786","ABpxppppap"
"35787","ABplpappaap"
"35788","unannotated"
"35789","Dxapp"
"35790","Cxaaax/Cxaapa"
"35791","MSxpapaa"
"35792","ABalppppaad/ABpraaapaad"
"35793","ABpxpaappa"
"35794","ABalapaaapa/ABalappappa"
"35795","Eaxaa"
"35796","MSxpapp"
"35797","ABalppppppaa/ABpraaapppaa"
"35798","unannotated"
"35799","unannotated"
"35800","ABpxaapapp"
"35801","ABpxaapppp"
"35802","ABalpppppp/ABpraaappp"
"35803","ABalpppapav/ABpraaaapav"
"35804","MSaaaappp/MSxapaapp"
"35805","ABalapxpap/ABpxpaaapp"
"35806","Cxpaaax"
"35807","ABpxppappp"
"35808","ABaraaaaax"
"35809","unannotated"
"35810","Cxpppp"
"35811","unannotated"
"35812","ABarpapaapp/ABplaaaaapp"
"35813","MSxppaa"
"35814","ABalpaaaa/ABarapaaa"
"35815","unannotated"
"35816","Dxap"
"35817","ABpxpapaap"
"35818","MSaaaaaa"
"35819","MSxpapap"
"35820","MSxpaaap"
"35821","unannotated"
"35822","ABalapxpapaa/ABpxpaaappaa"
"35823","ABpxpppaaa"
"35824","unannotated"
"35825","ABpxapappp"
"35826","unannotated"
"35827","MSaaaaa"
"35828","unannotated"
"35829","Dxpap"
"35830","MSxppap"
"35831","unannotated"
"35832","MSxppppp"
"35833","ABpxaapapa"
"35834","ABalpaappp"
"35835","unannotated"
"35836","ABalaaapar/ABalaaappl"
"35837","ABpxppappp"
"35838","ABalpaaapp/ABarapaapp"
"35839","MSxapapaa"
"35840","ABpxpaaapp"
"35841","Dxpppx"
"35842","MSxppaap"
"35843","unannotated"
"35844","ABalppppaad/ABpraaapaad"
"35845","ABpxappaa"
"35846","Dxpp"
"35847","ABalapaaap/ABalappapp"
"35848","ABpxaappap"
"35849","unannotated"
"35850","ABalpaapapa/ABaraaapapa/ABalpappppa"
"35851","ABpxpaappaa"
"35852","unannotated"
"35853","unannotated"
"35854","ABalppppaad/ABpraaapaad"
"35855","ABpxpaaaaa"
"35856","ABarpapaap/ABplaaaaap"
"35857","ABpxapappa"
"35858","Cxpaaax"
"35859","unannotated"
"35860","unannotated"
"35861","ABalppppaad/ABpraaapaad"
"35862","unannotated"
"35863","MSxpapaa"
"35864","MSxpppa"
"35865","MSxppapp"
"35866","ABalpppapppa/ABpraaaapppa"
"35867","unannotated"
"35868","Cpapax"
"35869","ABpxaapapa"
"35870","ABalpapap/ABarappap"
"35871","ABalpapapa/ABarappapa"
"35872","unannotated"
"35873","ABalppppaad/ABpraaapaad"
"35874","MSaaaaaa"
"35875","ABarpapaap/ABplaaaaap"
"35876","unannotated"
"35877","Cxppppx"
"35878","ABpxaapapa"
"35879","unannotated"
"35880","ABpxppapap"
"35881","ABaraappaa"
"35882","Dxapp"
"35883","unannotated"
"35884","ABalpappap"
"35885","Dxppa"
"35886","unannotated"
"35887","ABpxaapppp"
"35888","ABarpapaap/ABplaaaaap"
"35889","unannotated"
"35890","unannotated"
"35891","Dxxax"
"35892","Cxppap"
"35893","unannotated"
"35894","ABalppppap/ABpraaapap"
"35895","ABalpppap/ABpraaaap"
"35896","ABalpapppp/ABarapappp"
"35897","unannotated"
"35898","Dxppa"
"35899","MSxpappa"
"35900","ABpxapppaa"
"35901","unannotated"
"35902","ABalppappa/ABarappppa"
"35903","ABalppappaa/ABarappppaa/ABpxpapaaaa"
"35904","unannotated"
"35905","unannotated"
"35906","ABpxpapaa"
"35907","ABalaaaala/ABalaapaaa"
"35908","MSxaapapa/ABalpappapp"
"35909","unannotated"
"35910","Cxaaax/Cxaapa"
"35911","unannotated"
"35912","unannotated"
"35913","unannotated"
"35914","ABalpppaap/ABpraaaaap"
"35915","ABalpappap"
"35916","ABpxapppaa"
"35917","ABpxapppaa"
"35918","ABalappaap"
"35919","unannotated"
"35920","Cxaaax/Cxaapa"
"35921","ABpxpaapapa"
"35922","ABalappap"
"35923","Cxppp"
"35924","ABalpaaaap/ABarapaaap"
"35925","unannotated"
"35926","MSxppaa"
"35927","unannotated"
"35928","unannotated"
"35929","ABpxaappaa"
"35930","ABalapxpapa/ABpxpaaappa"
"35931","ABpxppaaa"
"35932","ABpxpppaaa"
"35933","ABarppxpax"
"35934","ABpxapaaaa"
"35935","ABarpaaaa"
"35936","Cxpa"
"35937","unannotated"
"35938","unannotated"
"35939","unannotated"
"35940","unannotated"
"35941","unannotated"
"35942","unannotated"
"35943","unannotated"
"35944","ABpxppppaa"
"35945","ABpxpppaap"
"35946","unannotated"
"35947","unannotated"
"35948","Cxppap"
"35949","ABpxpaapapa"
"35950","Caapa"
"35951","ABpxpaappaa"
"35952","unannotated"
"35953","Dxppa"
"35954","Cxpapp"
"35955","Cxpppp"
"35956","unannotated"
"35957","MSpaaappp/MSxapappa"
"35958","unannotated"
"35959","MSxapp"
"35960","ABarpaapxx"
"35961","MSxpppp"
"35962","ABpxpaappp"
"35963","ABarpapaa/ABplaaaaa"
"35964","Cxpppax"
"35965","ABpxpapapp"
"35966","ABalpppppppa/ABpraaappppa"
"35967","unannotated"
"35968","Cxpapp"
"35969","MSaaaappp/MSxapaapp"
"35970","ABpxapapap"
"35971","unannotated"
"35972","MSxpappa"
"35973","unannotated"
"35974","unannotated"
"35975","ABpxpppaapa"
"35976","ABpxpaaaaa"
"35977","unannotated"
"35978","unannotated"
"35979","unannotated"
"35980","unannotated"
"35981","Cxpppax"
"35982","unannotated"
"35983","MSxpppp"
"35984","MSxapaap"
"35985","unannotated"
"35986","unannotated"
"35987","Cxaapp"
"35988","unannotated"
"35989","MSpaaaap"
"35990","ABpxaapapp"
"35991","ABalpapaap/ABarappaap"
"35992","ABarpaaaaa"
"35993","unannotated"
"35994","MSxppppp"
"35995","unannotated"
"35996","ABalpapaapa/ABarappaapa"
"35997","unannotated"
"35998","ABalpppapa/ABpraaaapa"
"35999","unannotated"
"36000","unannotated"
"36001","unannotated"
"36002","unannotated"
"36003","Dxxaa"
"36004","ABpxpppppp"
"36005","ABalaapppa/ABalapaapa"
"36006","Dxppa"
"36007","MSxpapa"
"36008","MSxpaa"
"36009","MSpaaaa"
"36010","ABpxppppap"
"36011","MSxapppax"
"36012","MSxppapp"
"36013","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"36014","unannotated"
"36015","unannotated"
"36016","Cxppp"
"36017","ABarpapaaa/ABplaaaaaa"
"36018","unannotated"
"36019","ABpxpapaaa"
"36020","ABpxaapaaa"
"36021","ABpxaapaap"
"36022","unannotated"
"36023","Cxpapa"
"36024","unannotated"
"36025","ABalpppppa/ABpraaappa"
"36026","Cxaaax/Cxaapa"
"36027","MSpappa"
"36028","ABalppappa/ABarappppa"
"36029","unannotated"
"36030","ABaraaaaax"
"36031","ABalpppapa/ABpraaaapa"
"36032","MSxpppa"
"36033","unannotated"
"36034","unannotated"
"36035","unannotated"
"36036","ABalaapppa/ABalapaapa"
"36037","ABalaaapal/ABalaaappr"
"36038","Cxppa"
"36039","Cxpapax"
"36040","unannotated"
"36041","ABpxppappa"
"36042","MSxapppa"
"36043","unannotated"
"36044","unannotated"
"36045","ABpxppaapap"
"36046","unannotated"
"36047","MSxpapap"
"36048","ABpxpppa"
"36049","unannotated"
"36050","ABpxppppa"
"36051","ABpxpaapaap"
"36052","unannotated"
"36053","MSxppppx"
"36054","MSxappp"
"36055","unannotated"
"36056","ABalpppappp/ABpraaaappp"
"36057","ABarppxpax"
"36058","ABalpapaa/ABarappaa"
"36059","unannotated"
"36060","Dxppp"
"36061","unannotated"
"36062","MSxapppp"
"36063","ABalppappa/ABarappppa"
"36064","Dxxa"
"36065","unannotated"
"36066","ABalaappap/ABalppaaap"
"36067","ABpxppaaaa"
"36068","MSaaaaaa"
"36069","ABalppppppp/ABpraaapppp"
"36070","ABarppxppa"
"36071","unannotated"
"36072","ABpxapaaaa"
"36073","unannotated"
"36074","unannotated"
"36075","Cxaaax/Cxaapa"
"36076","ABarpappp/ABplaaapp"
"36077","unannotated"
"36078","unannotated"
"36079","MSxapppa"
"36080","MSxppaap"
"36081","MSxpppa"
"36082","unannotated"
"36083","unannotated"
"36084","ABarppxapp"
"36085","ABalappaa"
"36086","ABpxppappp"
"36087","ABpxapaapp"
"36088","unannotated"
"36089","ABpxaappap"
"36090","ABalppppaa/ABpraaapaa"
"36091","unannotated"
"36092","unannotated"
"36093","ABalppappa/ABarappppa"
"36094","unannotated"
"36095","ABalpppppppa/ABpraaappppa"
"36096","unannotated"
"36097","unannotated"
"36098","unannotated"
"36099","ABpxpaapaa"
"36100","ABalpaaaa/ABarapaaa"
"36101","unannotated"
"36102","Dxpp"
"36103","unannotated"
"36104","ABpxpapaap"
"36105","ABpxaappap"
"36106","unannotated"
"36107","MSaaaapa"
"36108","unannotated"
"36109","ABplpappa"
"36110","ABpxaapppa"
"36111","ABpxaapappp"
"36112","unannotated"
"36113","ABalppppap/ABpraaapap"
"36114","ABalapaaapa/ABalappappa"
"36115","unannotated"
"36116","ABpxppaapp"
"36117","unannotated"
"36118","MSxpaaaa"
"36119","ABpxaapappp"
"36120","ABarpapppx/ABplaaappx"
"36121","MSxpppa"
"36122","MSxpapp"
"36123","MSaaapp"
"36124","Dxpppx"
"36125","unannotated"
"36126","ABalppappap/ABarappppap"
"36127","unannotated"
"36128","ABalppppaad/ABpraaapaad"
"36129","MSapaap"
"36130","Epxpa"
"36131","ABpxapappa"
"36132","ABpxaapapp"
"36133","ABpxpaappaa"
"36134","ABplpappaa"
"36135","ABpxaapaaaa"
"36136","ABalpaapap/ABaraaapap"
"36137","unannotated"
"36138","MSxapaa"
"36139","ABalapaaapa/ABalappappa"
"36140","unannotated"
"36141","ABpxapaaapa"
"36142","MSxpppp"
"36143","MSxpapaa"
"36144","ABarppxaap"
"36145","unannotated"
"36146","ABalpppppaa/ABpraaappaa"
"36147","Dxppp"
"36148","unannotated"
"36149","ABalaaapx"
"36150","ABalppppap/ABpraaapap"
"36151","unannotated"
"36152","ABpxapaaaa"
"36153","unannotated"
"36154","ABpxpaapaa"
"36155","ABpxapapppp"
"36156","Cxaaax/Cxaapa"
"36157","unannotated"
