,BWM_neck,BWM_middle_and_posterior,BWM_anterior,BWM_head,BWM_far_posterior,BWM_posterior
atg-4.1,55.721554,39.666332,43.46004,9.460188,14.002373,25.314512
Y105C5A.15,172.92896,168.58191,148.15924,179.74356,205.36813,133.66063
hlh-32,0.0,0.0,0.0,0.0,0.0,0.0
ekl-4,31.703642,31.402514,29.631847,9.460188,9.334915,35.440315
madf-10,8.646448,5.164887,1.9754565,0.0,0.0,0.0
Y111B2A.10,71.09302,70.035866,85.93236,18.920376,46.674576,79.99386
dct-13,0.0,0.0,0.0,0.0,0.0,0.0
Y116A8C.19,0.0,0.0,0.0,0.0,0.0,0.0
Y116A8C.20,0.0,0.0,0.0,0.0,0.0,0.0
athp-3,0.0,0.20659548,0.98772824,0.0,0.0,0.0
ceh-74,5.7642984,2.4791458,2.9631846,0.0,0.0,5.0629025
atfs-1,252.66843,240.06395,221.25113,454.08902,130.68881,212.6419
ztf-9,9.607164,11.569347,7.901826,0.0,9.334915,8.100644
klu-1,38.428658,28.716772,32.59503,47.300938,37.33966,25.314512
hizr-1,0.9607164,0.0,0.0,0.0,0.0,0.0
ZK673.4,8.646448,6.6110554,5.926369,0.0,4.6674576,7.0880632
nhr-255,0.0,0.0,0.0,0.0,0.0,0.0
dhhc-4,16.33218,27.064009,26.668663,28.380564,18.66983,24.301931
sdz-38,0.0,0.20659548,0.0,0.0,0.0,0.0
nhr-245,0.0,0.20659548,0.0,9.460188,0.0,0.0
nhr-247,0.0,0.0,0.0,0.0,0.0,0.0
ttll-4,262.27557,152.67406,205.44748,274.34543,84.01424,111.38385
ZK1320.3,0.0,0.0,0.0,0.0,0.0,1.0125805
B0238.11,34.585793,28.510178,34.570488,9.460188,51.342033,63.79257
B0261.1,90.30734,96.2735,115.5642,56.761127,112.01898,131.63547
B0310.2,4.803582,2.4791458,9.877282,0.0,0.0,0.0
B0336.7,27.860777,25.204649,21.73002,0.0,4.6674576,41.5158
gmeb-1,92.228775,126.22984,84.944626,85.14169,158.69356,114.42159
C02F5.12,52.839405,35.534424,46.423225,104.062065,56.00949,47.59128
nhr-147,0.0,0.41319096,0.0,9.460188,0.0,0.0
nhr-148,0.0,0.20659548,0.0,0.0,0.0,0.0
C04F5.9,12.489314,14.048493,24.693207,28.380564,0.0,13.163547
attf-4,67.25015,71.68864,77.0428,85.14169,74.67932,55.691925
nhr-76,3.8428657,2.2725503,0.98772824,0.0,0.0,1.0125805
ztf-30,0.0,0.61978644,0.0,0.0,0.0,0.0
C06E2.1,0.0,0.20659548,0.0,0.0,0.0,10.125805
ceh-53,0.0,0.20659548,0.0,0.0,0.0,0.0
nhr-152,0.0,0.41319096,0.0,0.0,0.0,1.0125805
sox-4,3.8428657,0.20659548,0.0,0.0,0.0,0.0
nhr-155,0.0,0.0,0.98772824,0.0,0.0,0.0
C16A3.4,71.09302,122.09793,119.515114,94.601875,107.351524,121.50966
nhr-257,0.0,0.0,0.0,0.0,0.0,0.0
nhr-156,0.0,1.6527638,1.9754565,0.0,0.0,1.0125805
nhr-158,0.0,0.0,0.0,0.0,0.0,0.0
ceh-48,0.0,1.4461684,0.98772824,0.0,4.6674576,0.0
swsn-2.2,10.567881,11.569347,9.877282,18.920376,14.002373,11.138385
elt-7,0.0,0.0,0.0,0.0,0.0,0.0
elf-1,1.9214329,4.3385053,0.0,9.460188,9.334915,1.0125805
nhr-30,0.9607164,0.41319096,0.0,0.0,0.0,0.0
nhr-258,0.0,0.20659548,0.0,0.0,0.0,0.0
flh-2,48.035824,76.85352,59.263695,47.300938,56.00949,74.930954
dpff-1,42.271523,46.69058,48.398685,37.84075,79.34678,47.59128
nhr-161,0.0,0.41319096,0.0,0.0,0.0,0.0
nhr-139,0.9607164,0.0,0.98772824,0.0,4.6674576,0.0
nhr-140,0.0,0.8263819,0.0,0.0,0.0,0.0
nhr-162,0.9607164,0.41319096,0.0,0.0,0.0,1.0125805
nhr-163,0.9607164,0.0,0.0,0.0,0.0,0.0
zgpa-1,23.057194,37.60038,19.754564,0.0,28.004745,51.641605
nhr-260,0.9607164,0.0,0.0,0.0,0.0,0.0
ets-5,0.9607164,1.2395729,0.98772824,0.0,0.0,1.0125805
dhhc-9,10.567881,15.288066,16.79138,0.0,28.004745,20.25161
C46E10.8,0.0,0.20659548,0.0,0.0,0.0,0.0
C46E10.9,0.0,0.20659548,0.98772824,0.0,0.0,0.0
C46H3.2,19.214329,4.5451007,2.9631846,56.761127,0.0,2.025161
nhr-166,0.0,0.0,0.0,0.0,0.0,0.0
nhr-261,0.0,0.0,0.0,0.0,0.0,0.0
