"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero"
"dmsr-11","dmsr-11",0.686683182281149,0.701611077548131,-7.19963238050236,-8.74278109686035,7,2,0.0664070469283115,0,0,0,0.48870694699935,0.550863144495632,0.647138378244596,0.662802909509601,FALSE,FALSE,FALSE
"dmsr-9","dmsr-9",0.348560695638461,0.376492259590461,-12.8539566552542,-15.6471757023947,7,2,0.21061347187848,0,0,0,0.184188134086933,0.23448605461703,0.531388617291261,0.558526147182654,FALSE,FALSE,FALSE
"madf-9","madf-9",0.00023575902392093,0.000290371397710238,-16.0167636253724,-27.9236155933655,7,2,0.788202709246168,0,0,0,0.160146992322379,0.206455790742029,0.000157986885913395,0.000206093752048053,FALSE,TRUE,FALSE
"ZC416.2","ZC416.2",7.1948677360802e-07,9.50024267125472e-07,-59.3486450373444,-77.6499380818303,7,2,2.96037958666169,0,0,0,0.0279664454204763,0.0408006395134388,1.80197398255676e-06,2.50795325673811e-06,FALSE,TRUE,FALSE
"ZC416.6","ZC416.6",5.18187039437047e-26,9.7226411345026e-26,-46.6022256830241,-110.805951844954,7,2,3.43041502963695,0,0,0,0.00828639312442802,0.0130225135073995,1.38454609498795e-25,2.82785602398338e-25,FALSE,TRUE,FALSE
"ZC449.1","ZC449.1",0,0,-149.11492024249,-2277.9517542015,7,2,111.039579684711,0,0,0,1.09956834255711e-22,6.89464848322179e-22,0,0,FALSE,TRUE,FALSE
"ZC449.2","ZC449.2",1.43518588603858e-70,4.19978792318533e-70,-73.0057424727541,-241.237639723093,7,2,14.0736307075597,0,0,0,0.000158261253888901,0.000306687062620864,7.82717459900845e-69,2.43594366236709e-68,FALSE,TRUE,FALSE
"sek-3","sek-3",3.06443424344588e-85,9.84294569408071e-85,-128.529443956977,-330.816569168692,7,2,52.2269239066432,0,0,0,8.16462688063729e-30,6.62748992662406e-29,2.26775667149083e-58,6.52364477178867e-58,TRUE,FALSE,FALSE
"ZC449.4","ZC449.4",0,0,-111.942695350935,-12444.7958411516,7,2,514.307516605729,0,0,0,3.27149703890172e-35,3.07879765114621e-34,0,0,FALSE,TRUE,FALSE
"ZC449.5","ZC449.5",0,0,-597.644920099865,-5212.42888385414,7,2,600.216052053811,0,0,0,0,0,0,0,TRUE,FALSE,FALSE
"hsd-3","hsd-3",0.0015670801734589,0.00187968002056034,-12.1916809172908,-21.9293335580959,7,2,0.732724335115909,0,0,0,0.0310598165956783,0.0449878978741178,0.0057671768680399,0.00705086139008579,FALSE,FALSE,FALSE
"ZC477.2","ZC477.2",0.29126210875838,0.315914448987005,-11.1532518419309,-14.2316366513349,7,2,0.211547595918447,0,0,0,0.332508713695988,0.398659301910831,0.266409392680136,0.292480646921579,FALSE,FALSE,FALSE
"ZC477.3","ZC477.3",1.87712856560159e-50,4.66202274011143e-50,-141.924375713245,-263.35049075243,7,2,387.130547261552,0,0,0,2.01703458574632e-07,5.19434737329336e-07,1.06599891708942e-45,2.74213635589572e-45,TRUE,FALSE,FALSE
"ZC477.4","ZC477.4",5.5377663196795e-26,1.03855666402458e-25,-42.7338606925479,-106.869596969238,7,2,3.91644061803709,0,0,0,9.68521757167356e-05,0.000191897003327193,1.21958633154489e-23,2.41297879858065e-23,TRUE,FALSE,FALSE
"rde-8","rde-8",3.52241076258721e-33,7.27264138110508e-33,-116.978158718517,-198.030734068477,7,2,76.7879761508582,0,0,0,0.197972764220851,0.25062972608798,3.22012032948202e-34,7.3518708159722e-34,FALSE,TRUE,FALSE
"ZC487.1","ZC487.1",2.93954847718952e-101,1.0328784001912e-100,-50.0382895450686,-289.460043589669,7,2,11.324951718999,0,0,0,1.02300925269002e-07,2.7062573289491e-07,1.73168140907335e-96,6.33025759539037e-96,FALSE,TRUE,FALSE
"ZC513.2","ZC513.2",7.89228991967607e-07,1.04108997459372e-06,-29.8216020072344,-48.022569870698,7,2,1.14535694917056,0,0,0,0.472452351232346,0.539481821378145,1.2775470033057e-07,1.843807989283e-07,FALSE,TRUE,FALSE
"ZC513.3","ZC513.3",3.23556001062926e-09,4.53332721461449e-09,-15.2289375972636,-39.3281616086683,7,2,1.40148548031937,0,0,0,0.00140888596949889,0.0024390733155382,1.17830113789462e-07,1.70240120487535e-07,FALSE,TRUE,FALSE
"ZC513.5","ZC513.5",5.65241138008556e-27,1.07519202192754e-26,-110.160127762304,-176.630781241364,7,2,52.1818637262456,0,0,0,0.263600920088765,0.326082752666589,4.7193396652546e-28,9.96208913756311e-28,FALSE,TRUE,FALSE
"nekl-2","nekl-2",2.01066670296093e-76,6.11353412267693e-76,-132.439928734651,-314.266061178238,7,2,62.7681129103835,0,0,0,5.97562866490251e-52,7.96799914862641e-51,1.64447080295948e-27,3.45054195164776e-27,TRUE,FALSE,FALSE
"ZC581.2","ZC581.2",0.43450397516009,0.464991939959892,-11.7336743090178,-14.1584973611966,7,2,0.171106535332588,0,0,0,0.328610767340796,0.396225443552803,0.453317838882135,0.483969329842312,FALSE,FALSE,FALSE
"ZC581.3","ZC581.3",1.90496100672853e-33,3.94728488296537e-33,-52.8898107243528,-134.568471325845,7,2,4.18811094359074,0,0,0,8.38195646531065e-06,1.86174593796188e-05,3.8203546458009e-30,8.27461201732586e-30,TRUE,FALSE,FALSE
"ZC581.7","ZC581.7",6.74915694010101e-05,8.45729957492175e-05,-23.5065067041587,-36.8188008143826,7,2,0.932101675530181,0,0,0,0.000782494081678362,0.00139511027325115,0.00636795028333294,0.0077670974137558,FALSE,FALSE,FALSE
"ZC581.9","ZC581.9",1.1157537823448e-21,1.96258229407315e-21,-43.8921159776172,-97.8625052018391,7,2,2.88410610783333,0,0,0,0.059118223778439,0.082088276100966,5.01494778725404e-22,9.68795365827709e-22,FALSE,TRUE,FALSE
"nhr-252","nhr-252",0.289999357111285,0.315819741673379,-13.5700363185395,-16.6551842717217,7,2,0.241683243309718,0,0,0,0.356424834268067,0.424429365728727,0.250136127886813,0.276763522145732,FALSE,FALSE,FALSE
"scl-27","scl-27",1.34495101668534e-66,3.82397801410658e-66,-43.7422726893962,-202.744645952687,7,2,8.3077882379497,0,0,0,0.0102083869360306,0.0158331158164084,1.21728649077848e-66,3.72510924788154e-66,FALSE,TRUE,FALSE
"ZK6.6","ZK6.6",7.54254595828318e-12,1.11553562746315e-11,-24.5132567999373,-55.0144472990787,7,2,1.63941913006435,0,0,0,1.70512327953131e-05,3.67834770364301e-05,1.69897105195817e-08,2.51161048405481e-08,TRUE,FALSE,FALSE
"lipl-5","lipl-5",0.000217533976784344,0.00026837569753887,-19.3172467921471,-31.3150575260058,7,2,0.653736590358793,0,0,0,0.999456273937764,1,2.50457045531649e-05,3.35629096510034e-05,FALSE,TRUE,FALSE
"ZK6.8","ZK6.8",0.749433949032562,0.757658641186124,-7.19980522951004,-8.53895966085078,7,2,0.0537942466423782,0,0,0,0.412063372117146,0.479387574648229,0.824184190548198,0.829639296648611,FALSE,FALSE,FALSE
"dod-19","dod-19",7.00851209518865e-37,1.51433083348795e-36,-45.1590695018451,-134.884715145894,7,2,4.62765561346383,0,0,0,8.630236432337e-07,2.09846216479193e-06,1.23494025046565e-32,2.76891123473669e-32,FALSE,TRUE,FALSE
"ZK6.11","ZK6.11",7.54472743223413e-05,9.44174134927262e-05,-32.0622536439267,-45.2500416699119,7,2,1.35220893970458,0,0,0,0.00437453818027085,0.00712270780771098,0.00142771391049845,0.0017947735457849,FALSE,FALSE,FALSE
"acl-9","acl-9",1.79693858024833e-105,6.45608354182826e-105,-151.766236576087,-400.950204805289,7,2,395.152606204722,0,0,0,2.12721161070403e-57,3.14901546153899e-56,3.50307756152284e-51,9.49287499904349e-51,TRUE,FALSE,FALSE
"slc-17.1","slc-17.1",3.51148909258363e-78,1.07908340948419e-77,-119.965620113612,-305.872460491091,7,2,61.5127324073627,0,0,0,1.54796123634904e-59,2.36761699157333e-58,9.55491239961091e-22,1.83615142203037e-21,TRUE,FALSE,FALSE
"ZK54.3","ZK54.3",5.64561697016737e-12,8.37979846939215e-12,-52.4459578873722,-83.251231776826,7,2,2.74227146027735,0,0,0,0.0373003318098198,0.0534933412602175,6.75562510911066e-12,1.08322490932935e-11,FALSE,TRUE,FALSE
"ZK84.1","ZK84.1",5.52053573807384e-16,8.84042481707443e-16,-38.1196170152274,-78.5542116635718,7,2,2.46608671030734,0,0,0,0.0621726465031433,0.0860552274643405,3.10392781693187e-16,5.4436923778023e-16,FALSE,TRUE,FALSE
"ZK84.2","ZK84.2",2.74266440459322e-10,3.93717656869522e-10,-40.0837175220565,-66.7994379063605,7,2,2.37587743666666,0,0,0,1.46265161078792e-06,3.48756199046177e-06,7.27687149264227e-06,9.9415631638039e-06,TRUE,FALSE,FALSE
"ZK105.1","ZK105.1",0.0322688697529887,0.0368862262843318,-11.0011943263459,-17.0964376844513,7,2,0.419840502531437,0,0,0,0.999788640415247,1,0.00675964711817941,0.00822122000695363,FALSE,FALSE,FALSE
"ZK105.6","ZK105.6",0.189040841857855,0.20844920735913,-12.1635857499312,-15.8903115971022,7,2,0.275680342492817,0,0,0,0.180953171715309,0.231061075740396,0.257771544441768,0.284450343483177,FALSE,FALSE,FALSE
