,90_160,160_210,210_270,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
T10F2.2,11,14,12,20,10,4,7,11,5,11
prp-19,21,19,18,16,11,6,4,4,3,2
T10H9.1,1,1,1,2,1,1,6,4,1,90
syx-18,14,17,16,17,13,11,8,4,3,2
T10H10.2,1,1,1,2,6,15,4,4,26,47
sav-1,11,7,7,7,8,15,14,11,14,10
T11F8.1,50,2,10,2,10,2,2,10,16,1
T12A2.1,35,10,1,1,1,8,8,28,2,13
stt-3,27,17,20,17,9,4,3,3,3,2
T12A2.3,18,1,18,27,6,1,1,33,1,1
T12A2.5,1,1,1,101,1,1,1,1,1,1
bcas-2,18,18,19,17,11,6,5,4,4,3
gen-1,21,11,13,11,10,8,6,9,8,6
esyt-2,5,4,8,9,19,22,7,7,11,12
T12B3.1,1,1,1,1,1,21,1,1,1,81
T12B3.2,1,26,19,7,7,32,7,7,1,1
T12B3.3,17,15,25,20,12,7,3,3,2,2
mob-3,10,2,2,2,2,2,12,35,25,15
fbxa-51,1,1,1,1,1,1,51,1,34,17
fbxa-54,22,1,34,1,1,10,7,7,4,22
fbxa-10,4,14,17,24,15,10,5,6,5,5
fbxa-11,15,23,26,19,10,3,3,1,3,1
fbxa-55,1,1,1,1,1,1,1,1,1,101
fbxa-59,1,3,1,1,3,7,19,21,17,34
fbxa-60,1,1,1,1,1,26,1,26,1,51
fbxa-67,10,24,19,20,10,5,4,3,6,4
fbxa-23,20,33,16,16,10,5,3,1,1,2
nhr-273,1,10,15,20,5,20,20,15,1,1
T12C9.7,26,6,11,6,23,11,8,1,16,1
T12E12.1,13,13,13,14,15,8,10,8,7,3
cec-6,32,17,16,11,9,5,5,4,4,3
T12E12.3,14,21,18,20,9,5,3,5,7,2
T12E12.6,1,1,1,1,15,15,29,1,43,1
sld-2,30,24,22,14,4,2,1,3,2,2
T12F5.2,1,20,10,5,3,8,8,1,20,31
T13A10.1,1,13,1,1,13,1,76,1,1,1
T13A10.2,1,1,1,1,8,13,6,29,47,1
pho-14,1,1,1,1,4,22,26,13,24,11
lips-11,1,1,1,1,1,1,101,1,1,1
lips-12,67,21,1,1,14,1,1,1,1,1
sut-1,21,18,17,15,11,7,4,3,4,6
T13C2.2,1,1,2,3,4,4,9,13,26,43
T13C2.3,1,5,5,6,12,16,16,12,13,18
ssup-72,26,25,17,17,9,3,3,1,1,4
T13C2.6,21,17,15,14,9,9,5,5,5,4
T13C2.7,11,1,16,17,1,4,4,2,7,44
T13C5.2,1,1,1,6,37,48,1,11,1,1
T13C5.3,8,16,15,14,9,10,7,14,10,1
ceh-54,1,1,1,1,1,1,26,26,33,17
T13C5.6,18,14,15,17,14,9,5,5,4,3
T13C5.7,1,9,18,25,10,13,7,8,14,5
T13G4.1,35,13,37,8,6,2,2,1,1,1
hot-8,1,1,1,1,4,13,20,22,22,20
tmc-1,4,2,5,1,1,1,2,11,28,49
T13G4.4,20,23,17,19,14,4,2,2,2,1
T13G4.7,101,1,1,1,1,1,1,1,1,1
spat-3,32,9,10,7,7,10,9,9,6,6
T14A8.2,1,1,1,1,3,3,14,26,23,34
T14B4.1,16,17,18,19,13,8,3,2,5,3
T14B4.2,9,12,15,17,14,12,8,7,6,6
T14B4.3,8,17,18,16,15,9,5,6,6,6
T14B4.5,14,17,4,1,3,13,7,13,7,27
T14B4.8,3,6,8,12,15,14,13,12,13,11
T14B4.9,1,14,1,4,4,4,25,1,32,21
svh-2,9,2,18,17,4,2,4,9,12,30
dop-3,1,1,1,1,2,1,6,28,63,3
vha-15,22,15,15,15,9,7,4,5,6,6
T14F9.2,16,20,19,18,10,8,3,3,2,6
hex-1,1,3,1,1,10,19,12,10,35,16
T14G11.1,4,6,10,10,15,12,12,10,16,10
immt-1,13,7,7,7,8,11,12,11,14,15
hpo-8,16,15,18,18,12,7,4,4,6,3
T15B7.8,1,1,1,1,26,26,51,1,1,1
T15B7.10,1,1,1,1,101,1,1,1,1,1
dmsr-13,1,1,1,1,15,15,15,1,58,1
T15B7.15,33,18,16,17,7,4,2,6,1,1
lgc-54,1,1,1,1,1,1,1,1,101,1
T15B7.17,1,1,42,42,1,1,1,1,1,17
T15B12.1,1,1,1,1,1,8,32,28,20,13
math-42,1,5,21,21,26,1,1,9,21,1
T16A1.2,9,11,29,21,29,5,3,1,1,1
fbxb-37,80,8,3,2,2,2,2,3,2,2
pals-25,4,10,6,11,11,13,14,13,14,10
fbxb-81,91,1,1,1,2,1,2,2,2,1
fbxb-82,90,2,3,1,2,1,2,1,1,2
fbxb-83,85,5,4,1,3,1,1,3,1,1
fbxb-84,84,6,5,2,2,1,1,1,2,2
T17A3.10,101,1,1,1,1,1,1,1,1,1
T17A3.12,76,5,6,3,3,2,3,3,1,4
nmt-1,12,15,18,18,13,9,7,5,5,5
T17H7.7,1,1,16,16,3,21,16,28,6,1
T19A5.1,22,19,21,15,11,6,3,2,4,3
T19A5.3,1,2,8,4,14,10,23,10,29,4
nhr-219,1,1,1,1,1,1,1,1,1,101
pamn-1,4,7,10,8,16,13,11,15,13,9
T19B4.3,14,16,16,20,12,8,5,6,4,6
T19B4.5,11,21,20,19,14,7,4,2,6,1
best-17,47,1,43,1,1,4,8,1,1,1
T19C3.2,1,3,1,1,1,10,4,23,12,51
T19C3.3,1,1,1,5,2,3,11,22,19,42
T19C3.4,5,7,9,8,8,10,14,12,16,16
T19C3.5,79,9,5,1,2,2,1,4,2,1
T19C3.6,1,1,1,1,1,1,101,1,1,1
T19C3.7,1,26,1,38,1,1,1,1,1,38
ttr-7,1,1,1,1,1,23,45,6,28,1
T19D2.1,1,1,1,1,101,1,1,1,1,1
T19D2.3,1,1,1,1,1,1,1,5,33,63
lgc-32,1,1,1,1,1,1,101,1,1,1
lpr-7,1,9,10,7,5,7,12,29,20,5
rund-1,16,11,18,26,8,18,6,3,1,1
T19D7.5,1,1,1,1,6,1,1,69,1,27
T19D7.6,1,4,12,4,1,27,16,1,31,8
T19D7.7,73,1,1,1,1,14,1,1,14,1
T19D12.1,23,4,1,1,5,7,10,11,13,30
T19D12.2,1,1,12,1,1,16,27,16,1,31
T19D12.3,1,1,1,1,101,1,1,1,1,1
T19D12.4,1,1,10,3,3,10,8,10,30,30
T19D12.6,3,9,7,7,9,22,12,4,13,20
oig-8,1,11,1,1,4,29,4,4,26,26
T19D12.10,1,1,1,1,1,1,1,1,1,101
clec-178,1,2,1,1,4,11,37,32,12,6
frpr-18,1,1,1,1,1,1,7,1,1,94
ugt-9,1,1,1,1,7,20,10,23,26,17
T19H12.2,54,11,13,4,3,2,3,6,4,4
T19H12.3,1,1,1,1,1,1,41,21,1,41
T19H12.6,1,7,1,1,1,1,1,54,27,14
ugt-12,1,1,1,1,17,9,33,21,1,25
ugt-11,24,19,36,15,2,2,4,1,1,1
ugt-10,1,101,1,1,1,1,1,1,1,1
T20B5.2,9,3,1,3,1,1,9,12,51,15
oga-1,10,10,16,17,9,14,9,7,6,7
T20B6.3,1,3,14,2,2,6,1,20,17,43
trd-1,9,16,12,15,21,11,7,8,4,2
T20B12.3,17,17,18,17,14,7,4,4,3,4
T20B12.7,13,17,17,17,11,7,6,5,6,6
lgc-50,2,7,3,5,8,4,2,9,14,51
arrd-22,1,1,1,1,8,1,1,1,93,1
T20D4.11,1,1,1,1,1,1,1,101,1,1
T20D4.19,56,15,20,6,2,1,2,1,1,2
mrrf-1,13,12,15,15,12,8,6,7,11,7
T20F5.4,4,5,2,2,4,7,11,4,32,34
T20F5.5,1,56,1,23,1,1,23,1,1,1
T20F5.6,19,16,13,13,12,9,6,7,7,3
T20F5.7,26,18,15,15,10,6,4,7,2,2
T20F7.1,18,14,20,18,11,7,5,5,2,5
T20F7.3,1,1,1,1,1,101,1,1,1,1
aakg-2,11,14,10,14,14,9,9,4,7,14
acs-9,22,18,8,8,4,1,12,10,12,10
T20H4.2,1,3,1,1,1,14,31,41,13,1
T20H4.5,6,8,9,10,10,11,13,12,12,15
fbxa-43,1,1,1,1,1,1,101,1,1,1
T21D9.2,1,1,1,1,1,1,101,1,1,1
zmp-6,1,1,1,1,1,1,101,1,1,1
pqbp-1.1,14,13,13,14,12,11,8,5,8,7
T21D12.7,8,4,6,7,3,10,13,22,16,16
sma-10,1,6,1,6,6,6,12,23,34,12
T21D12.11,1,1,1,1,1,1,101,1,1,1
T21D12.12,1,1,1,4,23,17,36,7,10,7
egg-4,41,13,17,18,4,1,2,4,5,1
T21E3.2,33,21,13,21,5,1,5,9,1,1
T21E12.3,1,1,1,1,101,1,1,1,1,1
T21E12.5,1,1,1,1,67,12,23,1,1,1
lgc-53,1,1,1,1,1,12,12,1,1,78
T21F4.1,60,9,12,11,4,1,4,1,2,1
T21G5.1,1,1,21,21,8,24,11,8,1,11
T21G5.2,1,11,1,9,5,3,27,5,1,44
smz-2,1,24,1,8,1,1,24,24,1,24
T21H3.1,1,1,1,1,1,1,101,1,1,1
cutl-22,1,1,1,1,8,8,36,1,51,1
T21H3.5,1,3,6,7,1,5,32,24,19,6
T22B2.1,7,1,1,7,25,21,42,1,1,1
T22B2.2,76,1,1,1,1,26,1,1,1,1
T22B2.3,1,1,1,1,34,17,34,17,1,1
T22B7.3,58,5,11,2,7,1,5,6,7,4
T22B7.4,24,16,15,16,11,8,5,5,3,2
T22B7.7,1,4,1,4,17,4,14,54,7,1
T22B11.1,75,17,3,1,2,2,2,3,1,1
T22B11.4,5,9,4,3,5,7,7,2,19,45
ogdh-1,7,5,8,7,8,9,8,12,15,26
T22D1.3,7,8,10,10,12,13,10,11,11,13
ribo-1,17,20,23,18,11,4,3,4,2,2
T22D1.5,10,27,2,1,10,3,4,10,10,27
T22D1.8,1,43,1,15,15,1,29,1,1,1
ruvb-2,31,24,19,16,8,2,2,2,2,1
T22D1.11,6,2,9,5,31,12,19,14,5,2
npr-12,3,1,4,3,10,24,33,17,5,3
T22E5.1,3,2,9,9,5,2,5,22,4,43
igdb-3,1,10,19,14,37,10,6,6,3,1
T22E5.6,1,2,5,1,2,8,40,8,19,21
lron-8,2,6,9,10,21,28,23,5,2,1
dhhc-11,1,1,1,1,9,9,26,9,51,1
T22F3.2,18,13,12,13,11,8,6,7,8,8
T22F3.3,4,9,6,11,22,23,9,5,5,12
T22F3.7,1,34,1,34,1,34,1,1,1,1
T22F7.1,5,19,19,22,6,14,9,6,2,2
T22F7.4,1,2,36,36,1,5,6,1,16,3
T22F7.5,1,7,1,7,1,7,19,32,19,13
T22H9.1,13,19,19,19,13,8,4,4,2,4
atg-9,16,15,18,18,11,8,6,6,5,3
dmd-8,1,1,1,1,4,1,1,1,11,87
T23B3.1,16,18,8,11,9,6,10,7,12,9
T23B3.2,17,29,24,19,7,2,2,2,2,2
ckr-1,1,1,1,5,1,1,1,1,86,10
T23B3.5,1,1,1,1,1,1,101,1,1,1
T23B3.6,84,17,1,1,1,1,1,1,1,1
phf-30,9,16,23,20,14,9,3,4,4,2
mrpl-4,7,10,11,12,15,14,10,10,8,9
mrps-2,10,15,14,15,13,11,7,7,7,7
natc-1,11,16,14,17,15,11,6,6,5,4
T23B12.5,21,13,5,13,17,1,1,1,1,34
T23B12.6,12,11,12,13,9,11,11,9,9,9
T23B12.8,13,5,5,8,6,16,8,22,13,9
cnp-3,53,6,6,8,4,1,4,4,9,12
T23C6.4,36,24,17,12,7,2,1,2,2,1
npr-21,81,4,1,1,1,1,3,1,1,11
T23E1.1,1,1,1,1,1,1,1,1,1,101
T23E7.2,1,1,1,1,1,6,14,19,25,37
T23F2.2,1,2,3,3,11,17,14,28,16,11
T23F2.3,5,5,5,5,1,3,5,16,44,15
T23F2.4,1,1,1,4,7,4,1,22,54,13
T23F2.5,17,14,15,14,9,4,8,11,10,4
T23F4.2,1,1,1,1,1,8,1,4,58,33
dlhd-1,1,1,1,1,1,1,1,101,1,1
T23H2.3,21,22,18,18,9,5,3,1,6,3
mam-8,1,1,9,3,6,8,9,11,46,12
T24A6.1,27,14,10,20,10,5,4,12,1,2
T24A6.7,1,1,1,1,1,1,1,1,101,1
nhr-221,1,11,25,19,9,14,11,9,6,1
nhr-222,1,1,1,1,1,1,101,1,1,1
T24A6.16,1,1,1,1,1,1,1,1,1,101
T24A6.20,26,19,19,18,11,6,3,1,1,1
ucr-2.3,61,8,14,6,4,3,1,3,2,2
T24C4.2,33,33,18,11,2,2,1,3,1,1
T24C4.3,1,14,1,5,5,1,5,1,53,22
T24C4.4,6,6,20,17,3,2,8,30,8,5
T24C4.5,1,11,3,3,18,3,5,7,55,1
zer-1,12,11,9,11,12,8,9,11,9,13
ztf-18,22,21,18,16,10,6,4,3,3,2
T24C12.3,22,6,7,6,8,4,14,7,16,14
T24C12.4,5,1,4,4,1,11,16,13,17,33
lgc-40,4,1,10,7,1,2,2,10,13,58
eat-17,1,2,2,2,1,5,30,24,21,16
T24E12.1,73,1,1,19,10,1,1,1,1,1
T24E12.2,15,1,1,1,4,1,8,1,36,40
T24E12.5,1,1,1,1,1,1,1,1,1,101
T24E12.6,1,1,1,1,1,1,101,1,1,1
T24E12.10,1,51,26,1,1,26,1,1,1,1
T24E12.11,54,17,8,1,2,2,1,2,15,4
T24G10.2,20,16,17,17,13,8,5,3,3,3
T24H7.2,28,16,19,17,10,4,3,4,3,2
T24H7.3,9,9,10,11,11,9,9,9,14,12
blos-4,23,11,11,10,11,12,9,11,3,5
tat-4,1,1,1,1,1,1,4,13,30,52
T25B2.1,1,16,6,6,64,1,6,6,1,1
T25B2.2,1,1,1,1,19,10,37,10,28,1
nep-22,22,1,11,13,9,10,7,2,23,9
T25B6.6,1,1,1,5,1,1,3,5,69,20
T25D1.1,11,33,26,24,5,1,1,3,1,1
T25D1.2,22,16,23,25,3,2,2,1,11,1
T25D1.3,1,26,1,51,1,26,1,1,1,1
mrpl-28,14,12,17,18,12,10,8,6,5,5
T25D3.3,1,1,1,1,38,1,13,51,1,1
T25D3.4,28,15,14,11,13,7,8,3,4,2
T25D10.1,6,4,14,6,2,7,7,10,29,22
zig-10,1,9,8,14,36,25,5,3,2,2
T25D10.4,28,27,24,10,3,2,2,3,3,2
btb-2,1,12,1,7,60,21,3,1,1,1
T25E4.1,10,4,2,1,2,7,15,8,22,35
T25E4.2,1,6,1,1,12,12,24,48,1,1
T25F10.3,26,8,7,2,2,13,16,4,13,13
T25F10.4,1,3,1,3,1,5,23,23,1,49
clik-1,1,1,1,1,2,11,24,26,21,20
T25G12.2,1,1,1,1,1,1,1,101,1,1
T25G12.3,7,2,1,5,3,2,5,10,38,34
acdh-7,21,9,10,9,7,8,12,11,9,9
T25G12.6,1,26,26,1,1,26,26,1,1,1
T25G12.11,9,26,30,30,7,1,1,1,1,1
T26A5.2,7,3,12,6,3,5,9,31,12,17
algn-1,16,14,21,17,13,7,5,3,4,4
jhdm-1,21,14,14,15,10,9,8,6,4,4
T26A5.6,18,21,15,15,12,7,6,3,3,6
T26A5.8,9,9,7,9,13,12,14,14,10,9
T26A8.1,10,17,15,15,13,9,7,6,7,6
tmem-231,22,7,5,2,8,12,10,12,7,21
T26A8.3,1,8,1,1,47,1,16,31,1,1
T26A8.4,12,12,12,12,12,9,8,9,9,11
T26C11.4,20,9,7,8,15,13,7,10,8,8
T26C12.1,6,15,15,13,12,8,5,6,15,10
T26C12.2,1,1,1,1,51,1,1,51,1,1
T26C12.3,11,11,27,28,15,3,2,3,4,1
T27A1.2,30,25,23,18,4,1,1,1,2,2
T27A1.3,34,18,19,20,9,1,1,1,1,1
lgc-34,1,1,1,1,1,1,4,22,39,36
slc-36.2,1,15,6,7,17,3,13,22,2,19
trak-1,2,1,1,1,5,17,22,18,20,18
usp-5,17,20,18,18,13,7,4,3,1,3
spch-3,1,86,1,1,15,1,1,1,1,1
T27A3.5,1,34,1,1,34,1,34,1,1,1
nmrk-1,5,15,20,18,15,12,8,3,4,4
T27A3.7,4,16,24,14,14,10,2,6,1,14
T27A10.2,1,10,1,1,5,12,5,5,45,21
T27A10.6,1,12,21,2,21,14,8,1,16,10
cgr-1,1,8,1,3,6,3,16,32,1,35
nhr-225,1,1,5,5,5,3,31,3,24,27
nhr-226,1,16,1,6,6,6,31,6,11,26
nhr-228,22,12,9,6,8,12,10,5,5,16
fbxa-137,1,1,3,4,7,40,31,11,6,2
T27C4.1,3,12,22,18,8,4,5,13,9,11
hpo-36,13,21,1,1,11,7,7,3,19,25
srt-62,1,101,1,1,1,1,1,1,1,1
mop-25.3,1,1,1,1,1,101,1,1,1,1
nspd-10,1,13,1,1,1,51,38,1,1,1
T27E4.1,3,1,4,1,1,8,65,13,7,3
fip-2,1,1,1,1,6,9,18,6,32,32
T27E4.5,1,1,6,2,8,9,18,2,51,8
oac-50,1,1,1,1,1,15,72,1,15,1
T27E4.7,19,1,1,1,4,2,2,10,11,55
vps-24,13,14,16,16,11,10,7,6,7,6
shc-2,1,9,20,24,27,11,5,4,4,1
eif-1,12,12,14,14,12,10,8,7,8,8
T28A11.2,1,1,2,1,1,1,11,24,41,22
srt-63,6,22,16,26,23,5,2,4,1,1
T28A11.16,1,31,1,1,54,8,1,8,1,1
fbxa-64,12,8,14,14,9,14,13,8,9,3
T28B4.1,1,1,1,1,1,1,5,19,33,45
ttr-6,3,5,5,4,7,12,8,9,23,30
T28B4.4,1,4,1,1,16,4,13,13,43,13
T28C12.4,1,20,14,24,3,20,5,2,2,15
T28C12.6,1,1,1,1,1,1,1,12,26,62
T28D9.1,9,8,6,8,7,8,14,15,16,15
T28D9.3,2,2,2,2,4,8,27,23,21,15
T28D9.4,67,9,16,4,1,2,2,1,2,1
del-10,1,1,1,1,1,6,6,10,32,48
T28D9.9,23,1,1,5,5,10,19,5,1,37
T28F2.1,1,1,1,1,1,1,1,101,1,1
T28F2.2,11,21,23,18,9,7,4,6,5,1
jmjc-1,23,21,16,15,12,6,4,3,3,3
acd-5,1,1,1,1,5,5,19,46,19,10
T28F12.1,1,29,9,9,18,11,7,6,1,15
T28H11.7,1,11,28,15,25,10,11,3,1,1
T28H11.8,1,1,1,8,8,1,1,8,47,31
VC5.1,1,1,1,76,1,26,1,1,1,1
VC5.2,2,1,2,2,3,8,2,8,44,33
W01A11.1,1,4,31,20,4,10,7,13,8,10
dgtr-1,1,1,1,1,21,1,81,1,1,1
cpt-6,58,12,1,1,3,6,6,7,3,8
W01A11.7,17,3,9,6,20,20,3,6,12,9
sulp-6,1,101,1,1,1,1,1,1,1,1
nol-5,20,18,16,16,12,8,4,4,4,3
W01B11.6,1,1,10,12,1,2,2,1,1,77
W01C8.1,1,1,1,1,1,1,15,1,1,86
set-19,3,8,9,12,20,17,11,10,8,7
set-20,3,10,12,14,18,17,10,9,7,4
W01C8.5,14,15,14,12,15,11,9,7,4,3
W02B3.4,1,3,37,32,1,2,17,10,2,1
W02B3.7,1,1,1,1,1,17,1,1,84,1
W02C12.2,1,2,1,1,6,12,8,8,33,35
hlh-30,10,9,8,8,12,16,12,11,9,10
cytb-5.2,11,14,15,16,13,10,7,6,6,6
dhod-1,36,13,13,12,10,7,3,4,4,4
W02D3.4,12,14,17,16,13,9,7,7,7,3
fnci-1,22,21,20,16,9,4,3,5,2,2
hrpf-1,21,17,15,14,11,7,6,6,4,5
W02D3.12,6,12,13,16,15,14,10,6,9,4
W02D7.3,12,1,1,1,12,1,23,14,38,5
W02D7.4,1,1,1,1,101,1,1,1,1,1
W02D7.5,14,17,1,1,14,6,26,1,6,20
W02D7.6,9,15,14,16,13,11,7,8,6,5
W02D7.11,101,1,1,1,1,1,1,1,1,1
W02F12.2,1,2,7,2,7,11,8,5,28,34
era-1,43,1,1,1,22,11,27,1,1,1
W02F12.4,13,17,20,20,11,7,4,4,5,4
dlst-1,7,9,10,10,10,10,11,12,13,12
sna-1,22,20,17,18,11,6,4,3,3,2
kel-8,3,4,1,2,4,3,2,25,17,46
W02G9.3,12,30,14,23,7,9,2,1,2,5
W02G9.4,1,1,48,48,6,1,1,1,1,1
angl-1,1,28,14,6,8,9,17,12,9,1
W02H5.2,19,11,18,11,7,10,6,18,4,1
sknr-1,33,31,19,14,5,1,1,1,1,1
W02H5.8,14,21,7,19,10,1,7,24,1,1
polq-1,21,25,20,18,4,4,3,2,5,3
W03A5.1,19,12,19,16,4,2,1,3,11,18
W03A5.2,24,16,20,17,4,1,2,1,9,12
W03A5.6,9,9,11,10,15,30,11,4,4,3
trpl-2,1,3,29,29,1,18,9,3,6,6
W03B1.3,26,17,8,8,15,4,15,1,4,9
oac-51,18,4,14,7,1,3,5,10,41,3
oac-52,90,1,1,6,1,1,1,6,1,1
fbxb-55,74,1,1,1,1,10,1,1,18,1
W03D2.9,14,4,3,2,7,12,7,14,3,38
W03D8.2,58,29,1,1,1,15,1,1,1,1
W03D8.3,1,13,1,13,21,5,33,21,1,1
W03D8.8,1,1,1,1,1,1,101,1,1,1
W03D8.9,1,1,1,5,12,35,31,12,3,5
W03F8.3,6,11,11,12,12,12,9,8,10,12
W03F8.4,14,15,14,14,11,7,6,7,7,11
W03F8.6,1,7,14,2,1,3,8,15,11,45
gpa-18,1,1,1,1,12,1,4,8,70,8
W03F9.1,12,18,17,20,13,6,5,4,3,6
W03F9.2,21,15,17,17,10,5,4,6,5,5
W03F9.4,4,2,11,11,12,21,19,12,8,5
W03F9.9,1,8,1,1,16,16,62,1,1,1
sftb-2,22,18,18,15,12,6,3,4,4,3
dct-9,1,34,67,1,1,1,1,1,1,1
W03F11.5,24,6,24,6,6,1,1,36,1,1
afd-1,14,19,19,16,12,5,4,7,6,4
W03G1.2,1,31,61,1,11,1,1,1,1,1
W03G1.5,1,12,56,23,12,1,1,1,1,1
pig-1,24,25,21,18,7,1,2,2,2,1
W03G9.2,61,6,1,3,1,3,1,18,12,1
enu-3.3,24,14,28,23,10,1,1,4,1,1
W03G9.5,1,1,1,51,1,1,51,1,1,1
cil-7,1,1,1,1,21,21,11,1,1,51
W04B5.2,4,12,13,17,24,17,7,4,4,3
W04B5.3,20,5,1,5,10,5,1,24,34,1
mrpl-30,3,10,12,13,15,14,11,10,10,9
W04B5.5,12,16,22,15,14,8,4,5,4,5
W04C9.2,8,9,9,10,12,11,11,11,11,12
cutl-13,37,4,2,1,4,13,18,3,17,7
W04C9.4,9,12,11,14,18,15,7,8,7,4
W04C9.5,51,15,1,8,18,8,4,1,1,1
W04C9.6,1,9,1,5,5,38,26,21,1,1
W04D12.1,1,1,1,1,101,1,1,1,1,1
W04H10.1,6,16,19,23,12,15,9,1,4,1
W04H10.2,27,9,17,20,3,2,14,9,2,1
clec-118,1,34,1,12,1,1,1,1,1,56
enu-3.4,1,1,24,1,1,18,18,1,1,42
W05F2.3,1,3,6,1,31,6,6,43,6,6
W05F2.4,1,1,1,2,3,8,21,27,23,19
W05F2.6,13,7,2,3,12,24,25,11,6,4
W05F2.7,83,1,1,1,4,11,4,1,1,1
W05G11.2,1,55,1,1,10,1,1,37,1,1
W05G11.4,31,1,1,11,16,16,16,16,1,1
btb-5,1,1,1,1,1,2,27,24,43,6
pck-1,1,1,1,1,1,2,13,22,31,35
W05H7.1,6,5,7,6,6,8,12,23,17,13
W05H7.2,1,1,19,1,10,1,19,1,1,55
sedl-1,7,9,15,14,16,12,12,6,8,6
zfp-3,13,9,14,12,10,12,13,9,6,5
W05H9.1,13,8,3,3,5,8,7,7,27,23
W05H9.2,16,13,12,14,14,11,8,6,8,5
W05H9.4,21,11,17,16,13,8,7,5,4,3
gadr-4,30,5,22,14,5,5,2,21,1,2
fbxb-118,41,9,2,4,4,4,7,10,21,4
W06A11.4,1,13,16,18,25,2,7,2,1,21
W06B4.1,76,1,9,7,1,5,3,1,5,1
W06B4.2,16,15,22,17,12,7,4,5,4,4
vps-18,23,10,15,14,11,8,4,4,10,4
atat-2,5,8,1,4,11,9,5,13,12,34
dct-11,2,4,1,3,4,9,9,27,28,19
W06E11.1,15,23,15,17,15,8,4,1,4,2
sbds-1,12,10,14,15,11,7,8,11,6,13
W06H8.2,1,4,4,1,17,34,27,4,1,14
W06H8.4,1,1,1,1,4,38,45,7,4,4
W06H8.6,7,10,13,13,15,11,9,8,9,11
cpr-8,58,43,1,1,1,1,1,1,1,1
nol-1,21,17,18,17,12,7,3,4,4,2
W07E6.2,24,21,16,14,11,6,3,3,4,2
W07E6.3,19,1,1,1,4,16,1,1,58,7
W07E6.5,15,19,20,19,10,7,4,6,3,1
unc-132,14,13,15,13,25,9,2,3,2,8
W08A12.2,2,3,2,4,8,10,6,9,18,43
W08A12.3,17,10,16,8,5,10,7,8,13,10
pals-33,1,1,1,1,1,1,1,1,101,1
zip-11,8,26,15,7,15,22,3,4,1,2
W08E12.2,1,1,1,1,3,6,18,33,24,18
W08E12.3,15,1,3,1,1,5,12,22,16,31
W08E12.4,5,1,1,1,1,9,15,15,27,32
W08E12.6,2,2,2,1,3,10,17,4,22,43
W08E12.7,12,12,11,11,11,8,7,13,15,6
W08E12.8,30,3,1,2,4,7,12,19,24,4
W08E12.9,1,59,1,34,1,1,1,9,1,1
fbxb-34,85,5,1,1,3,2,3,1,1,5
W08F4.3,8,17,10,12,16,7,10,11,9,5
W08F4.5,1,1,1,1,17,17,1,67,1,1
mlt-8,10,4,12,9,4,10,4,5,17,31
cdc-37,13,14,17,18,13,12,7,5,4,3
fbxb-14,76,13,1,13,1,1,1,1,1,1
W08F4.10,1,6,1,1,1,11,1,1,1,86
W08F4.12,90,5,1,1,4,1,3,1,1,1
eri-3,18,18,19,21,10,6,2,2,3,6
W09B6.4,6,18,14,15,14,10,8,10,6,5
W09C3.3,19,1,1,1,3,13,4,4,2,58
W09C3.4,16,14,21,20,9,5,3,5,8,3
gsp-3,67,20,10,1,2,1,4,1,1,1
W09C3.7,1,1,3,1,17,55,16,7,1,4
W09C3.8,1,101,1,1,1,1,1,1,1,1
ncs-6,51,16,2,2,6,3,2,3,17,6
clec-126,1,1,1,17,84,1,1,1,1,1
clec-125,1,51,1,1,1,51,1,1,1,1
W09G12.7,1,1,1,1,1,27,27,7,27,14
W09G12.9,1,1,1,1,17,21,1,1,13,51
W10C4.1,1,1,1,1,1,3,20,39,32,7
ccb-2,38,1,19,9,1,11,6,3,17,1
W10C8.4,1,2,7,1,12,8,8,18,8,41
W10C8.5,1,1,2,2,8,18,18,15,19,22
W10D9.1,20,21,26,23,9,1,2,2,1,1
W10D9.3,10,12,12,12,16,14,9,6,10,5
nfyb-1,15,19,17,16,16,8,4,3,5,2
tomm-22,9,11,12,13,11,11,9,10,9,9
W10G11.1,1,1,1,101,1,1,1,1,1,1
W10G11.3,1,1,1,1,1,1,1,101,1,1
lgc-45,1,1,1,1,1,1,51,1,51,1
W10G11.19,6,6,1,8,26,7,9,7,33,3
dnc-3,16,19,18,18,13,7,4,3,2,4
mgl-3,45,1,1,12,1,1,1,45,1,1
Y4C6A.3,2,1,4,3,7,5,11,28,27,17
Y4C6A.4,1,1,41,1,1,1,61,1,1,1
Y4C6B.1,30,19,18,15,11,4,2,2,2,1
Y4C6B.2,1,1,26,1,1,1,1,26,51,1
Y4C6B.3,1,1,1,1,1,12,23,1,67,1
Y4C6B.4,1,1,1,1,6,6,12,51,1,28
Y4C6B.5,15,15,12,12,15,15,14,1,1,5
gba-4,1,1,1,1,1,13,1,13,13,63
Y4C6B.7,5,7,10,8,8,4,2,1,2,57
Y5H2A.1,1,1,1,1,1,34,67,1,1,1
Y5H2B.1,1,1,1,1,1,7,13,7,13,63
Y5H2B.3,13,1,1,1,21,5,42,1,1,21
cyp-32B1,1,4,1,6,12,8,6,1,11,57
cyp-33C12,1,1,1,1,1,101,1,1,1,1
arx-4,17,16,16,17,12,7,4,5,6,5
Y8A9A.2,48,1,39,1,1,1,1,15,1,1
Y8A9A.4,1,101,1,1,1,1,1,1,1,1
fbxb-99,44,23,13,12,6,4,2,1,1,1
