,90_160,160_210,210_270,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
B0035.6,31,18,3,3,8,7,5,2,22,5
leo-1,18,18,15,16,12,8,6,6,3,3
sart-3,15,12,14,16,12,10,6,7,8,5
B0035.13,1,8,1,1,4,18,22,11,1,40
B0035.15,11,10,8,10,15,14,13,9,9,5
mttu-1,10,7,17,9,14,14,8,7,2,17
B0198.2,1,1,1,1,15,1,15,29,1,43
B0198.3,1,7,1,2,9,7,14,39,25,1
spe-42,46,18,11,11,3,6,6,1,6,1
npp-22,29,19,21,14,7,2,2,4,4,2
calf-1,6,12,14,20,20,12,4,8,5,3
B0250.5,11,10,9,11,11,7,7,13,7,20
B0250.7,44,22,18,1,9,1,9,1,1,1
dhcr-7,4,7,8,8,8,8,3,8,13,39
memb-1,16,17,16,19,12,6,5,2,2,8
B0272.3,11,9,11,10,10,12,10,8,10,14
B0272.4,9,3,5,5,3,4,29,11,26,12
pals-26,1,1,1,1,1,11,16,1,61,16
pals-27,1,3,33,11,33,11,8,1,6,1
B0284.3,11,13,21,19,12,8,5,5,5,6
cdk-12,24,12,19,15,13,8,5,3,3,3
B0285.3,22,24,21,19,8,3,3,2,2,2
B0285.4,11,14,17,16,12,8,7,5,8,7
B0285.6,23,28,31,15,4,1,1,1,1,1
mnp-1,12,22,20,20,14,6,4,3,2,2
cyp-29A4,1,38,1,1,1,26,13,1,1,26
pitr-4,1,1,1,1,1,1,1,67,1,34
ttr-18,1,10,1,10,5,10,5,19,5,41
B0334.3,9,8,15,16,10,8,9,9,8,14
B0334.4,12,20,14,20,14,8,5,5,5,3
B0334.5,9,14,19,20,18,10,5,4,2,3
B0334.6,1,7,1,3,3,9,3,5,20,56
B0334.10,1,1,1,1,1,1,101,1,1,1
B0334.13,1,1,1,1,3,17,59,11,6,6
acly-2,24,10,21,5,1,6,3,29,1,6
clec-225,1,1,1,1,8,1,1,1,1,93
clec-41,1,1,1,1,13,9,9,13,26,34
dhc-3,19,1,1,1,1,1,11,31,22,18
B0379.1,1,1,1,1,8,20,2,2,6,64
fbxa-153,12,18,18,23,8,2,6,3,11,3
fbxa-154,1,101,1,1,1,1,1,1,1,1
fbxa-139,1,1,1,1,1,101,1,1,1,1
fbxa-152,1,1,1,1,1,1,1,101,1,1
rbg-3,16,11,12,11,17,13,10,10,3,3
B0393.3,30,25,22,15,6,2,2,2,1,1
B0393.4,1,29,1,1,1,1,1,1,1,72
B0393.5,19,4,3,7,3,16,2,24,23,3
B0393.6,1,1,1,7,1,1,1,94,1,1
B0393.7,1,1,1,1,1,1,54,1,47,1
mboa-1,5,1,10,14,5,7,16,3,32,15
B0395.3,25,17,15,13,17,11,2,1,3,1
kcnl-1,1,1,1,1,6,11,2,1,36,46
oac-1,1,1,1,1,13,1,7,1,13,69
B0457.2,1,1,1,6,11,21,46,11,6,6
B0457.4,76,1,1,1,1,1,26,1,1,1
B0457.6,13,6,5,5,25,17,4,5,5,20
fbxb-119,69,2,1,2,5,2,4,5,5,11
B0462.4,1,23,1,1,1,12,12,1,1,56
ctr-9,18,19,17,17,11,6,4,6,3,4
nlp-36,3,10,2,1,3,7,13,16,25,23
B0464.6,30,19,23,14,6,3,2,3,4,3
tag-342,26,19,20,18,10,4,2,2,4,1
B0464.9,23,17,15,12,11,6,5,3,7,6
B0491.1,12,21,20,21,14,6,4,2,3,2
lgc-20,23,3,1,5,6,1,3,40,17,7
B0491.5,9,9,8,8,10,10,11,12,14,15
B0491.6,9,14,13,16,12,12,9,7,8,6
B0491.7,9,21,14,18,16,12,4,2,7,2
thoc-7,15,22,22,20,11,5,4,2,3,1
B0513.4,13,4,24,17,13,4,2,5,16,7
B0513.5,1,1,2,2,4,7,4,6,15,65
vamp-8,1,1,1,1,1,26,13,1,63,1
exos-4.1,9,15,13,14,14,10,7,9,8,7
B0564.2,16,14,22,16,14,7,5,6,3,2
best-1,1,1,1,1,13,1,1,26,1,63
B0564.7,7,16,13,14,15,11,7,7,10,5
agmo-1,1,1,1,1,2,3,16,20,36,26
BE10.3,29,29,1,1,43,1,1,1,1,1
BE10.4,32,11,6,3,3,16,1,16,16,1
C01A2.1,14,21,27,28,7,3,2,1,1,1
C01A2.2,15,9,13,2,2,7,5,17,2,38
oxa-1,4,9,14,15,14,13,10,8,11,6
C01A2.4,10,16,15,17,13,10,7,6,7,4
tads-1,15,16,16,17,13,8,6,5,5,5
nlp-38,48,3,6,2,1,6,2,10,16,12
C01B9.1,54,1,8,1,1,8,1,1,8,24
cpna-3,16,8,9,6,3,1,1,15,24,22
C01F6.2,71,3,3,3,3,3,6,6,8,1
C01F6.9,11,14,14,16,11,10,8,10,8,4
C01G6.2,20,33,17,14,4,1,3,7,4,2
C01G6.3,25,30,25,15,3,1,1,1,1,1
C01G6.4,23,10,12,9,7,4,7,8,16,8
C01G6.5,7,12,10,12,11,11,10,10,12,10
acs-7,16,4,11,9,1,6,9,2,20,26
C01G6.9,1,2,5,7,7,5,1,15,39,26
C01G10.1,1,34,34,17,17,1,1,1,1,1
C01G10.4,26,30,26,8,1,12,1,1,1,1
C01G10.5,54,20,16,12,1,1,1,1,1,1
C01G10.6,1,51,1,51,1,1,1,1,1,1
C01G10.7,11,14,5,8,8,4,8,19,15,13
C01G10.8,9,11,10,12,10,8,10,13,12,9
C01G10.9,28,22,19,15,8,3,2,3,3,2
C01G10.10,16,16,16,16,11,6,6,7,7,5
C01G10.14,1,1,1,1,1,1,101,1,1,1
C01G10.15,1,6,2,4,1,4,39,30,18,1
C01G10.16,1,59,13,20,1,10,1,1,1,1
madf-5,1,10,19,21,9,7,9,15,3,13
nspb-7,1,1,1,1,26,51,26,1,1,1
C01G12.3,30,6,1,2,20,2,5,3,36,1
C01G12.5,16,1,1,1,7,1,4,43,31,4
nspb-10,1,1,1,1,7,1,1,19,1,76
C01G12.7,1,1,51,1,1,17,9,1,1,26
catp-4,1,1,1,1,1,101,1,1,1,1
nspb-8,1,1,22,22,11,27,11,1,1,11
nspb-9,19,1,1,5,3,5,5,13,48,7
mlt-2,39,6,11,5,3,5,3,4,1,28
C01H6.3,25,2,4,2,4,5,5,9,1,49
C01H6.4,1,3,5,1,3,7,11,5,13,61
cnnm-4,1,1,1,1,1,1,15,43,43,1
swsn-9,22,19,16,17,11,7,4,4,3,2
C01H6.8,14,16,27,23,12,6,4,1,1,1
hasp-1,49,17,17,10,4,1,2,1,2,2
olrn-1,9,28,15,20,12,7,8,2,1,3
lron-3,1,1,1,1,2,9,21,22,25,23
jud-4,1,1,1,1,6,6,6,21,43,21
C02F4.4,1,1,1,1,1,1,29,17,40,16
C03A3.1,4,11,14,17,22,19,10,5,3,2
C03A3.2,13,7,13,6,14,12,12,16,11,1
C03A3.3,1,4,1,1,4,10,23,17,7,39
C03C10.2,94,1,1,1,7,1,1,1,1,1
rei-1,46,10,16,5,4,3,6,6,6,4
C03C10.5,41,1,10,3,1,9,9,19,1,11
C03C10.7,1,61,1,21,21,1,1,1,1,1
C03C11.1,1,6,1,1,1,1,8,14,39,35
C03D6.1,27,31,1,3,9,1,1,1,9,27
asfl-1,36,41,3,2,1,8,7,3,1,5
lab-1,41,2,7,5,2,6,17,19,6,1
C03E10.1,1,1,1,1,1,101,1,1,1,1
C03E10.3,1,21,9,13,9,13,13,1,5,21
C03H12.1,15,16,18,19,11,8,5,7,3,3
C04A11.1,1,1,1,4,2,13,16,2,28,40
C04A11.2,17,12,23,21,7,5,6,6,4,4
gck-4,16,19,18,19,8,2,6,2,4,11
C04A11.5,1,1,1,1,1,15,1,1,86,1
C04B4.1,101,1,1,1,1,1,1,1,1,1
C04B4.2,1,21,1,1,61,1,1,21,1,1
C04B4.4,1,1,13,13,1,1,6,33,6,31
C04C11.1,1,12,11,16,15,15,7,11,7,11
arrd-25,11,17,17,19,22,9,4,3,2,2
C04F12.1,18,2,21,2,21,21,8,2,10,1
C04F12.5,1,1,12,12,10,10,26,23,7,5
C04F12.7,1,2,1,1,1,2,8,7,44,41
C04F12.8,1,2,1,1,1,6,43,15,11,26
rnh-1.3,1,26,38,32,1,1,7,1,1,1
ttr-39,1,1,1,1,1,1,1,1,1,101
C04G2.2,1,17,84,1,1,1,1,1,1,1
C04G2.5,1,1,1,1,1,1,101,1,1,1
spch-1,1,1,1,1,1,101,1,1,1,1
C04G2.9,43,29,1,1,1,15,1,15,1,1
C04G2.10,1,1,1,61,21,1,1,21,1,1
irld-21,1,81,1,21,1,1,1,1,1,1
C04H5.1,19,11,16,13,11,7,4,6,13,7
clec-147,1,1,1,1,1,1,101,1,1,1
gcy-29,1,1,1,1,1,21,1,1,1,81
C05A9.2,27,2,3,2,7,7,4,12,20,21
C05B5.1,1,1,1,101,1,1,1,1,1,1
C05B5.4,30,8,13,5,3,5,5,12,19,6
C05B5.5,1,1,1,1,1,34,1,1,67,1
C05B5.8,6,7,7,6,6,2,5,4,37,23
C05C9.1,1,1,5,5,59,19,2,5,2,7
C05C9.2,1,1,1,101,1,1,1,1,1,1
pho-10,1,1,1,1,1,1,1,1,1,101
C05C10.2,22,13,18,14,9,8,6,5,6,5
C05C10.3,4,1,4,3,3,3,9,13,23,42
pho-11,1,19,19,17,7,17,5,1,1,21
C05C10.5,38,9,17,9,4,5,1,1,9,10
ufd-3,28,12,12,9,9,6,6,11,4,8
C05C10.7,62,6,1,1,2,5,7,8,6,10
C05C12.1,1,23,1,1,12,12,34,23,1,1
C05C12.4,1,1,1,1,6,8,3,57,18,11
C05C12.5,74,1,18,1,1,1,1,9,1,1
C05C12.6,1,1,1,1,1,1,9,6,43,45
C05D12.1,1,20,1,15,15,24,10,1,5,15
C05D12.4,1,1,1,1,47,24,1,1,1,31
C05D12.5,1,67,1,1,34,1,1,1,1,1
C05E7.1,1,1,1,1,21,31,1,21,31,1
C05E7.2,1,1,1,1,1,11,11,9,51,22
C05E7.3,51,6,10,4,1,6,8,1,1,18
frpr-2,1,1,1,34,17,34,1,1,17,1
C05G5.1,1,1,1,1,1,2,4,24,33,37
C05G5.2,40,13,15,11,11,5,3,1,3,5
C05G5.3,6,9,18,13,17,16,9,9,5,4
sucl-1,7,8,8,10,11,12,12,10,11,16
C05G5.5,6,7,9,7,8,15,11,16,11,16
cdc-48.1,38,15,12,11,11,4,2,6,1,5
C06A1.2,1,1,1,1,4,15,3,7,27,48
C06A1.3,1,1,1,1,1,13,38,7,26,19
rpb-6,11,15,17,16,13,9,6,6,7,6
C06A1.6,1,101,1,1,1,1,1,1,1,1
C06A12.3,8,12,10,17,28,4,1,4,1,19
lact-6,1,6,6,1,1,1,6,39,39,6
C06A12.8,1,1,1,1,1,101,1,1,1,1
oac-3,1,1,1,1,34,1,1,1,67,1
cyp-35C1,40,14,1,1,9,9,10,19,4,1
stdh-1,8,11,12,11,15,10,11,11,8,6
C06B3.6,1,1,1,1,1,13,7,19,38,26
C06B3.7,1,1,1,1,1,1,1,43,1,58
nhr-150,1,5,14,14,5,14,30,19,3,1
C06B8.2,9,6,1,3,33,17,3,17,1,17
C06B8.7,24,11,18,18,7,5,4,5,8,5
C06C3.3,41,6,1,1,21,1,11,26,1,1
C06C3.4,1,2,26,9,3,9,16,20,9,10
C06C3.8,1,1,1,1,1,101,1,1,1,1
C06C6.8,1,1,1,1,1,51,51,1,1,1
swt-3,1,1,25,1,3,11,19,21,13,13
atp-5,6,6,6,7,8,9,12,14,17,20
C06H2.2,10,15,13,13,15,10,8,9,6,6
jmjd-5,16,15,17,15,10,8,9,4,6,5
folt-1,2,4,3,4,3,9,14,22,15,28
glb-3,15,8,6,8,10,8,2,11,22,15
lmtr-3,12,15,11,12,11,11,11,9,5,8
C06H2.7,42,5,34,1,9,5,5,5,1,1
fbxa-156,1,34,1,17,1,1,17,1,1,34
fbxa-157,1,21,21,1,1,1,61,1,1,1
C06H5.6,12,3,12,12,1,19,14,1,7,26
dcar-1,14,16,12,15,16,7,4,2,15,4
tiar-3,1,1,1,12,8,4,19,15,30,15
C07A4.2,1,1,1,1,31,8,31,31,1,1
bud-31,16,19,22,19,10,4,3,3,5,3
C07A9.5,1,2,1,1,3,3,12,24,36,24
ugt-60,9,6,22,7,6,10,17,2,14,13
set-3,20,20,20,21,10,4,2,2,1,3
best-5,1,1,1,1,1,101,1,1,1,1
C07A9.9,2,2,1,1,3,14,19,18,20,25
C07A9.10,1,1,1,1,1,1,1,1,67,34
C07B5.2,1,6,11,6,6,11,11,6,37,11
C07B5.3,1,1,1,1,1,21,81,1,1,1
C07B5.4,5,5,6,6,16,8,9,1,5,45
C07B5.6,1,18,66,1,9,1,9,1,1,1
C07C7.1,45,1,1,1,6,23,12,1,6,12
stip-1,19,16,15,14,14,7,5,5,4,5
pro-2,12,20,18,20,14,8,3,3,3,3
C07E3.3,6,6,9,8,3,15,13,2,26,18
ceh-57,1,1,1,1,13,7,51,19,1,13
ceh-58,9,8,11,12,14,25,13,4,4,6
C07E3.8,1,29,22,10,10,13,19,1,1,1
C07E3.9,2,10,9,9,17,17,9,6,10,17
C07E3.10,1,5,5,3,5,28,28,14,1,16
C07H4.1,1,1,1,1,2,3,1,5,14,77
ugt-17,1,1,1,1,5,42,5,21,26,5
C08B6.3,1,1,1,1,5,10,5,1,10,73
C08B6.4,4,2,1,2,5,11,14,7,34,25
C08B6.5,1,1,1,1,1,1,1,1,1,101
wdr-20,13,14,17,15,14,9,7,6,3,6
C08B6.8,19,14,14,14,11,8,7,8,6,5
C08B6.10,1,13,1,1,1,26,51,13,1,1
C08B6.11,1,3,3,3,6,11,6,1,14,58
srxa-18,1,1,1,1,1,1,101,1,1,1
swsn-7,25,19,18,17,10,5,4,3,2,2
arp-6,14,21,22,21,11,5,2,2,4,2
C08B11.8,25,18,26,18,7,2,1,3,1,4
C08B11.9,23,21,21,17,9,4,2,3,3,2
C08E8.1,1,1,1,1,1,1,1,1,1,101
C08E8.4,1,1,1,1,1,1,1,34,1,67
pfd-1,9,12,11,12,10,7,9,11,12,12
C08F8.2,16,9,17,17,11,6,6,8,11,4
C08F8.3,12,2,12,9,18,10,14,5,12,12
mboa-4,97,1,1,1,4,1,1,1,1,1
fbxb-9,39,12,3,6,6,5,6,2,12,11
C08F8.6,1,91,1,1,1,11,1,1,1,1
C08F8.9,4,7,11,15,10,12,11,10,14,10
C08F11.1,1,1,1,1,1,1,1,88,13,1
C08F11.7,39,20,39,1,4,1,1,1,1,1
ugt-22,10,1,7,9,1,12,4,21,31,7
ule-4,1,1,1,1,1,1,1,1,1,101
C08F11.13,1,11,4,7,2,6,16,16,6,39
C08H9.1,1,1,1,1,1,1,101,1,1,1
vgln-1,18,17,18,18,14,8,4,3,2,2
C08H9.3,15,17,31,18,12,4,3,2,1,2
chil-4,101,1,1,1,1,1,1,1,1,1
C08H9.15,1,4,12,12,1,18,6,1,26,26
C09E9.1,4,5,5,6,12,10,16,15,17,16
C09F9.1,52,16,9,7,8,2,4,2,4,1
C09F9.2,32,6,16,19,6,4,6,7,1,8
glna-1,27,1,1,4,16,12,16,20,1,8
C09F12.2,17,3,1,1,6,11,9,1,3,55
C09F12.3,1,1,1,1,1,1,23,1,1,78
C09G1.2,1,1,1,1,1,101,1,1,1,1
C09G1.3,17,17,41,3,3,1,1,1,1,22
C09G1.4,1,6,1,1,9,23,37,3,6,20
C09G1.5,22,22,2,9,6,5,2,1,17,22
dph-2,18,17,15,14,14,11,3,4,2,5
C09G5.7,63,13,7,1,1,1,1,1,1,19
mks-5,1,21,5,7,16,7,7,21,12,7
C09G9.1,6,13,12,12,9,6,7,12,13,15
npp-23,19,20,17,16,9,6,3,8,3,4
C09G9.3,8,14,17,16,4,1,1,7,1,35
C09G9.5,1,1,1,1,1,1,4,10,21,67
npax-4,1,2,1,2,54,41,4,1,1,1
C09H10.5,1,17,22,24,16,11,6,3,3,3
nasp-1,25,26,22,17,7,2,1,2,2,2
apc-17,1,1,1,1,101,1,1,1,1,1
glb-4,1,1,1,1,11,1,1,1,11,81
C09H10.10,11,10,19,17,17,8,5,9,6,3
pezo-1,5,9,12,10,13,26,20,4,2,3
C10C5.2,1,1,1,1,1,26,76,1,1,1
C10C5.3,13,1,17,1,1,29,13,1,25,9
C10C5.4,17,3,11,1,10,2,5,36,20,1
C10C5.5,23,17,11,1,15,3,7,11,1,17
C10C5.7,1,1,1,1,1,101,1,1,1,1
wht-2,24,22,6,5,14,4,8,7,5,11
catp-8,14,15,18,15,12,7,6,8,6,4
C10C6.7,18,1,45,18,9,9,3,3,1,1
gpx-5,2,5,14,15,10,19,14,14,10,2
gpx-3,8,5,9,7,2,9,12,3,21,29
del-8,1,1,1,1,13,1,63,1,1,26
C11E4.6,2,1,1,1,2,10,29,27,22,10
C11E4.7,1,1,1,1,1,1,101,1,1,1
C11E4.8,51,1,1,1,1,1,1,1,1,51
C11G6.2,1,45,1,23,12,12,1,12,1,1
C11G10.1,1,12,1,1,1,1,18,53,18,1
C11H1.2,19,15,17,14,9,7,7,5,5,7
C11H1.3,15,10,12,15,12,8,9,5,12,6
C11H1.5,61,1,31,1,1,1,1,1,1,11
C11H1.7,8,12,12,14,15,17,16,6,2,3
C11H1.8,10,13,13,17,18,12,8,2,10,1
cbl-1,10,2,7,4,10,6,16,20,23,6
C12D8.1,11,17,17,18,12,10,7,5,4,3
daf-36,65,1,1,5,5,1,5,5,1,21
fipr-8,1,1,1,1,1,2,25,60,15,1
C12D8.13,1,1,1,1,1,26,26,1,1,51
fipr-4,1,1,1,1,1,3,3,1,1,96
C12D8.15,1,1,1,1,1,1,5,17,34,46
fipr-7,1,1,1,1,51,1,51,1,1,1
fipr-6,1,21,1,1,1,1,11,71,1,1
C13B4.1,26,16,10,13,11,9,7,7,3,2
nhr-153,10,1,3,3,14,10,10,19,1,37
nhr-154,2,2,7,3,2,12,15,20,15,28
C13C4.4,31,21,24,11,3,3,3,1,4,5
spin-1,1,15,1,8,15,4,40,8,15,1
C13C4.6,1,1,1,1,1,1,1,1,101,1
C13C4.7,1,1,1,1,1,1,4,9,25,64
C13C12.2,13,6,1,1,3,3,3,19,35,21
C13G3.1,1,16,21,19,5,5,2,28,4,3
pptr-2,17,10,11,10,8,9,7,10,10,13
dohh-1,14,18,16,17,14,8,4,4,5,4
C14A4.3,8,16,18,18,18,8,5,5,6,3
C14A4.6,13,6,4,2,4,4,16,16,28,13
C14A4.7,12,2,17,14,1,6,18,5,18,12
C14A4.8,1,1,1,1,1,1,58,1,1,43
C14A4.9,1,4,1,2,4,1,5,5,38,45
ccm-3,11,12,19,19,13,5,4,4,8,10
C14A4.12,1,1,8,7,2,7,20,21,24,15
C14A4.13,35,4,7,1,1,11,4,1,1,42
mrps-22,7,10,12,13,14,12,10,10,9,8
clec-48,1,1,1,51,1,1,51,1,1,1
C14B1.2,20,17,18,20,13,5,3,5,2,3
C14B1.3,11,7,5,2,2,1,15,30,24,8
dph-1,18,20,21,19,11,5,4,3,3,3
nrde-1,16,19,19,16,12,7,4,3,3,6
C14B1.8,16,13,13,13,14,10,8,7,5,5
C14B1.9,23,23,1,6,6,6,1,1,28,12
alkb-8,20,22,18,18,9,6,3,6,1,2
C14B4.2,1,2,7,7,12,19,8,6,22,22
C14C10.1,1,101,1,1,1,1,1,1,1,1
C14C10.2,9,14,21,21,12,11,3,5,5,4
ril-2,9,13,15,17,14,9,5,6,9,8
mma-1,8,14,15,16,16,11,5,5,6,8
C14C10.5,22,11,8,8,14,9,5,8,7,13
erg-28,8,20,18,20,18,9,4,4,2,2
ttr-43,1,1,12,1,3,16,10,5,10,48
zipt-13,1,7,4,6,14,15,22,17,6,11
C14H10.2,5,1,2,1,1,1,3,12,35,45
C14H10.3,1,5,7,8,1,4,16,40,14,10
lgc-23,1,12,1,8,6,14,8,6,16,32
C15A7.2,1,1,1,1,12,6,39,23,17,6
C15A11.2,1,1,1,5,5,9,22,2,15,45
C15A11.4,1,8,1,1,1,39,12,4,24,16
C15A11.7,1,1,1,1,38,9,9,9,38,1
C15C6.1,1,2,1,1,7,8,11,19,13,44
C15C6.2,1,52,7,42,1,1,1,1,1,1
C15C6.3,17,11,15,13,13,10,7,7,5,7
C15C6.4,12,19,16,17,13,10,4,6,5,3
xbx-9,1,1,1,1,1,4,2,29,29,39
asp-10,1,1,1,4,1,11,7,1,61,21
C15C8.4,27,13,11,13,8,8,8,4,8,5
C15C8.5,1,1,1,3,10,3,24,5,43,15
C15C8.7,16,19,18,19,11,6,4,5,4,4
C15H7.3,1,1,1,1,1,51,51,1,1,1
C15H7.4,1,1,1,1,9,76,17,1,1,1
gnrr-2,1,1,1,1,1,1,1,101,1,1
set-31,10,11,13,14,16,17,7,5,9,4
rpoa-12,22,19,17,17,11,7,3,3,4,3
rrbs-1,17,17,17,17,13,8,5,4,4,4
C15H11.11,16,12,16,20,12,3,3,7,3,12
ocrl-1,11,10,13,12,8,9,9,9,16,9
C16C2.4,11,13,12,13,11,12,11,6,8,9
C16C10.1,15,12,17,14,15,9,8,9,3,2
C16C10.2,14,15,18,17,13,10,5,5,5,4
hrde-1,12,14,16,14,3,12,3,1,1,30
C16C10.4,19,18,19,17,11,6,5,4,4,3
rnf-121,12,14,15,17,15,8,6,7,5,6
ccdc-55,14,16,18,17,12,9,5,5,4,4
C16C10.8,13,16,18,17,12,8,5,4,6,6
C16C10.9,1,1,1,1,3,9,14,37,1,39
har-1,4,7,7,9,10,11,13,13,15,16
C16C10.13,1,7,47,14,27,7,1,1,1,1
C16D2.1,36,10,1,1,5,10,15,22,5,1
npr-4,1,1,1,34,1,1,1,1,1,67
dhhc-7,10,13,15,17,14,10,9,7,6,4
C17D12.7,19,20,18,19,9,3,1,7,5,3
C17E4.1,1,7,27,24,3,4,7,24,1,7
C17E4.2,66,4,1,2,5,5,3,6,9,4
marc-3,1,16,1,1,29,13,3,1,1,42
C17E4.4,26,12,9,13,17,4,4,4,1,17
C17E4.6,20,13,13,11,12,13,9,5,6,5
nkb-1,7,7,10,11,10,14,14,11,11,11
C17E4.10,20,16,16,13,10,10,6,5,5,3
ugt-23,7,10,11,10,15,8,8,11,8,16
nra-3,17,13,14,17,18,9,8,6,2,2
C17G1.5,54,16,11,1,3,4,2,8,4,3
cysl-1,1,3,2,3,4,9,25,22,22,13
C17H1.2,1,76,1,1,26,1,1,1,1,1
pals-2,1,1,1,101,1,1,1,1,1,1
pals-5,1,1,37,37,1,5,1,1,1,25
pals-8,1,1,1,1,1,1,1,61,41,1
seb-3,5,2,3,1,1,2,18,30,17,27
C18B12.4,14,11,10,10,11,11,11,10,8,8
C18B12.6,22,15,18,15,13,8,5,4,4,3
C18D1.2,1,1,1,6,1,1,31,6,56,6
stg-1,16,18,23,22,14,2,1,4,3,3
fbxa-136,1,8,22,43,8,1,4,11,1,8
C18D4.6,13,13,17,17,13,6,4,5,9,10
C18D11.1,1,3,3,7,2,3,10,21,4,52
maa-1,1,4,1,2,2,4,38,19,28,6
C18D11.3,11,15,22,19,18,10,4,3,2,2
C18D11.6,1,1,1,1,1,1,1,1,1,101
C18E9.2,14,15,16,17,14,9,6,6,4,3
C18E9.4,4,7,8,8,10,12,13,12,14,17
C18E9.5,23,9,1,2,10,9,9,9,25,7
tomm-40,4,8,12,12,12,11,12,14,12,10
C18E9.7,1,9,1,1,13,15,13,7,19,31
C18E9.8,1,101,1,1,1,1,1,1,1,1
C18E9.9,1,3,11,13,9,9,15,8,14,23
sftd-3,11,12,14,11,13,11,8,9,7,10
C23H4.2,1,13,1,1,13,4,16,10,31,19
C23H4.3,1,31,1,1,1,70,1,1,1,1
C23H4.4,54,19,22,2,1,4,2,1,1,1
C23H4.6,72,7,6,2,4,5,4,2,1,1
C23H4.7,1,1,14,14,1,7,31,21,7,7
tram-1,19,15,19,13,12,5,7,7,4,5
C24F3.2,37,25,11,13,5,1,4,5,4,1
qns-1,10,13,15,16,11,10,10,11,4,4
srd-74,1,1,1,1,101,1,1,1,1,1
C24H11.5,10,14,14,17,14,10,6,5,8,8
gbf-1,10,18,18,14,16,12,8,5,3,2
mdt-21,22,15,14,17,12,6,3,5,8,3
C25A1.1,24,17,15,13,9,9,6,4,5,2
C25A1.4,22,20,20,17,10,4,4,3,2,3
fath-1,8,5,8,4,3,4,22,22,18,12
nola-3,7,20,13,12,11,9,7,9,8,8
clec-87,26,5,7,6,15,12,13,9,9,4
rsa-1,25,28,18,19,9,1,1,1,1,1
lid-1,18,15,18,17,10,8,5,3,4,4
mrpl-34,6,10,12,15,14,13,12,8,6,9
fbxa-82,1,1,1,1,1,101,1,1,1,1
C25D7.5,1,1,1,1,1,15,10,29,1,48
otub-1,15,13,11,10,10,6,15,3,18,6
C25D7.9,101,1,1,1,1,1,1,1,1,1
C25D7.10,25,12,20,14,8,5,5,3,6,8
C25D7.15,8,10,34,15,4,5,5,7,5,11
C25F9.4,1,1,1,1,1,1,1,1,1,101
C25F9.5,1,1,1,1,1,2,16,11,4,71
C25F9.6,13,1,1,1,1,16,8,39,7,21
C25F9.9,1,1,1,34,1,1,34,1,34,1
C25G4.2,8,14,12,14,13,10,8,8,10,9
C25G4.3,10,17,15,16,13,10,7,6,4,8
spe-44,34,19,9,7,7,3,9,17,1,1
smz-1,1,36,7,49,9,1,1,1,1,1
C25G4.7,1,11,1,1,1,1,6,85,1,1
igdb-2,17,21,30,21,2,3,7,1,1,4
C26C6.4,1,4,1,1,13,7,13,13,1,52
C26C6.6,1,2,1,1,2,1,2,1,65,31
glb-8,3,9,5,10,27,26,12,5,5,3
C26C6.8,1,8,1,8,26,15,8,8,1,33
C26C6.9,3,4,7,9,8,6,13,7,42,7
C26D10.3,6,13,17,18,16,14,6,3,3,9
C26D10.4,3,7,6,6,14,22,18,9,13,7
C26D10.6,1,1,1,1,6,14,19,3,53,8
ceh-79,1,1,1,1,1,28,1,1,1,73
syg-2,5,17,13,16,18,13,10,6,4,2
C26G2.2,13,13,5,8,37,20,8,1,1,1
wdfy-3,13,15,16,15,13,10,7,6,5,4
C27A7.1,1,1,1,1,1,3,22,42,26,7
C27A7.3,1,1,1,1,1,51,51,1,1,1
C27A7.5,72,5,5,3,2,1,1,1,5,10
C27A7.6,1,1,1,1,5,15,29,5,20,29
C27A7.8,1,21,13,5,1,9,17,30,5,5
C27B7.2,10,15,14,13,15,11,9,6,6,6
rad-26,19,16,18,14,10,8,5,6,5,4
C27B7.5,42,10,16,10,7,4,2,4,2,8
C27B7.6,1,7,5,12,15,13,26,7,14,4
C27B7.7,1,2,2,3,11,21,25,19,15,7
C27B7.9,1,1,1,1,2,5,44,37,11,3
C27C7.1,19,1,23,15,8,4,1,1,1,34
C27C7.7,1,1,1,1,13,1,26,38,13,13
C27C12.1,24,14,18,11,8,8,3,5,13,1
egrh-1,14,4,4,4,4,3,3,12,24,33
C27C12.3,1,1,1,1,1,101,1,1,1,1
C27C12.4,13,14,18,18,12,11,6,5,6,3
acd-3,1,10,20,1,3,5,1,18,1,47
dmd-4,1,3,3,6,3,5,22,14,26,22
C27D8.2,1,23,12,1,23,1,45,1,1,1
C27D8.3,6,4,11,11,2,4,5,13,4,47
C27D8.4,11,16,20,19,16,10,3,4,3,3
ruvb-1,18,22,18,19,12,6,3,3,2,1
tofu-1,26,12,19,20,9,5,2,5,5,2
rmd-2,9,10,8,10,23,21,9,6,4,6
C27H6.8,8,12,13,14,11,9,12,11,8,7
C28A5.1,2,12,6,19,48,15,1,1,1,1
C28A5.2,36,12,14,4,8,3,4,3,19,2
C28A5.6,58,12,1,1,5,8,3,1,17,1
C28D4.7,1,1,1,1,1,1,101,1,1,1
C28D4.10,1,1,1,1,1,1,9,21,26,46
C29A12.1,38,34,9,8,6,5,3,1,4,1
nrx-1,16,5,1,5,12,6,14,13,31,6
C29A12.6,9,5,14,5,3,5,1,46,9,8
trpa-1,8,3,10,6,3,4,5,5,48,12
