,90_160,160_210,210_270,270_330,330_390,390_450,450_510,510_580,580_650,gt_650
R12E2.15,69,124,151,96,481,82,137,69,3997,4794
R13A1.1,833,833,833,833,833,833,833,2500,833,833
R13A1.5,909,909,909,909,909,1818,909,909,909,909
glb-23,244,244,976,244,732,488,1220,976,244,4634
ttr-32,588,588,588,588,588,588,588,588,588,4706
lgc-12,769,769,769,1538,1538,769,1538,769,769,769
R13A5.7,556,1076,764,1979,2361,1250,174,1319,347,174
R13A5.9,3500,214,500,143,357,643,786,929,2714,214
R13A5.10,2800,1400,200,800,400,800,1800,600,1000,200
R13A5.11,1322,661,579,661,413,413,579,1901,1653,1818
R13D11.4,30,30,30,30,121,273,424,1424,3061,4576
srab-16,909,909,909,909,909,1818,909,909,909,909
nhr-270,1200,1133,1867,1067,533,600,667,867,1600,467
kbp-1,3400,2426,1347,1250,647,149,104,327,104,246
dhhc-5,714,714,714,714,1429,2143,1429,714,714,714
cra-1,1283,1253,1427,1556,1487,1004,636,696,353,303
R13H7.2,323,323,323,323,323,645,323,323,6774,323
rmd-6,833,833,833,833,833,2500,833,833,833,833
sdz-28,7372,545,136,199,251,440,209,387,188,272
R52.5,909,909,909,909,1818,909,909,909,909,909
R52.6,4167,417,417,417,833,833,417,417,1667,417
math-37,6667,476,159,476,159,635,159,159,159,952
gcp-2.1,27,14,18,18,90,203,1520,2346,2391,3374
R57.2,114,114,2159,1364,1591,909,455,1023,568,1705
R105.1,4375,625,625,625,625,625,625,625,625,625
npr-24,588,588,588,588,1176,588,1176,588,3529,588
R119.2,103,1546,722,1237,1753,722,722,2474,309,412
R119.3,506,1006,964,1062,1176,1192,1212,739,1115,1028
R119.5,1720,1756,1828,1792,1243,430,191,550,179,311
rnp-8,3360,2400,960,720,480,400,160,800,80,640
pcf-11,1222,1362,1280,1378,1066,861,714,664,779,673
R144.3,926,1500,1239,1262,1100,840,660,782,1019,672
wip-1,1034,1542,1684,1237,1075,629,771,913,811,304
smcr-8,2124,1599,1623,1313,1002,525,740,621,167,286
R144.6,1256,1556,2003,1719,1089,931,601,268,337,240
larp-1,1415,1156,1564,1522,1248,929,606,789,527,245
R144.10,769,615,1385,1385,1077,462,615,154,2769,769
R144.11,543,927,2054,2208,1346,974,720,543,319,366
mks-1,2090,448,746,970,149,746,1045,448,1045,2313
lmtr-5,616,855,1342,1664,1342,1029,855,827,708,763
R148.3,1207,1376,2226,1839,1288,757,363,300,344,300
R148.4,204,2245,1020,1633,2245,816,408,816,204,408
R148.5,571,743,1029,1143,229,457,971,1657,1543,1657
R148.7,385,385,385,769,1538,1538,2308,769,385,1538
R151.1,206,375,656,471,1078,696,1844,1227,1257,2192
R151.2,989,1447,1364,1198,1227,1033,848,658,770,468
R151.6,1307,1898,1810,1669,1136,701,392,383,355,349
hsp-75,501,853,1175,1220,1264,1334,902,1016,620,1116
R151.8,1955,1803,1245,1318,1184,814,419,498,328,437
pfd-5,1074,1069,1130,1018,826,651,757,1112,1328,1035
R151.10,744,1410,1639,1457,1454,1028,756,576,440,495
pde-4,12,163,547,720,1128,810,691,1640,2054,2233
mboa-6,1226,1360,1621,1553,1331,791,536,657,579,347
R155.4,909,909,909,909,909,909,1818,909,909,909
R160.3,891,1386,4752,1089,99,792,99,495,297,99
R160.4,455,2273,2727,455,455,909,455,455,1364,455
R160.5,625,2500,1250,625,625,625,625,1875,625,625
R173.3,1429,159,159,159,2063,1429,635,794,159,3016
flp-26,1549,141,141,141,141,1972,2254,2394,423,845
R193.2,1053,175,1053,175,702,702,1228,1404,2281,1228
igcm-2,49,676,517,1371,3073,2609,1355,169,94,88
gcy-28,1378,521,801,894,1136,1304,484,577,1378,1527
T01B6.1,208,1250,208,833,417,1250,833,1250,1042,2708
aakg-4,481,1375,515,1340,1821,2405,412,447,550,653
nlp-45,114,227,795,795,227,341,4886,2386,114,114
T01B10.5,217,870,217,435,2174,652,3261,217,1739,217
T01B11.1,769,769,769,769,769,769,3077,769,769,769
T01B11.2,62,250,562,562,312,562,62,312,62,7250
ant-1.4,2222,556,833,1111,1250,694,417,278,833,1806
lmd-5,833,1667,833,833,1667,833,833,833,833,833
aak-2,1977,1055,966,1087,1322,1087,655,763,407,680
T01C8.2,87,783,87,261,609,348,783,1043,2348,3652
got-1.2,1561,382,462,653,1131,1879,1465,924,701,844
T01D1.3,1892,270,270,270,270,1892,1351,1622,270,1892
T01D1.4,141,113,28,28,169,650,1751,2006,1073,4040
T01G6.1,714,714,714,714,714,1429,714,2857,714,714
nhr-211,556,556,556,556,556,1111,556,1667,3333,556
nhr-212,1613,1290,323,323,645,645,1613,323,2581,645
T02B11.6,455,455,455,455,909,1364,1818,1818,455,1818
T02C5.1,1226,2004,2121,1381,195,117,292,1498,739,428
igcm-3,2612,1158,618,671,928,724,691,776,974,849
T02G5.3,209,505,790,757,1328,1427,2591,1449,406,538
T02G5.7,1094,1533,1942,1786,1340,719,478,624,346,137
mct-5,132,1053,3289,3026,395,789,132,132,658,395
mmaa-1,623,869,646,944,1065,804,772,1437,1330,1511
T02G5.14,842,944,1052,1084,1217,2165,1866,455,194,181
T02H6.1,1418,1816,1833,1771,1382,818,240,214,247,262
thoc-1,2384,1881,2010,1186,1018,515,348,322,142,193
T02H6.5,6111,417,139,278,278,278,278,972,694,556
T02H6.6,240,913,577,817,1731,4375,1058,48,192,48
T02H6.7,588,4118,588,588,588,1176,588,588,588,588
T02H6.8,370,741,3333,3333,370,370,370,370,370,370
T02H6.9,500,2500,500,1500,1000,500,2000,500,500,500
T02H6.11,851,821,832,921,818,931,1046,1083,1265,1434
ugt-53,811,946,135,1216,1081,676,676,2568,270,1622
T03D3.5,1134,412,309,756,962,1203,1168,1443,1959,653
uba-5,974,1335,2068,1958,1269,733,460,613,306,284
pgk-1,977,451,716,623,901,1407,1483,1184,1070,1188
gsp-4,46,594,228,1142,2557,2557,1735,365,457,320
T03F1.6,4313,1003,1349,742,125,216,381,416,1063,391
tfbm-1,843,1464,2190,2170,1647,889,405,111,229,52
guk-1,819,1541,1825,2094,1431,697,306,421,526,340
clec-53,435,2609,435,1304,870,435,870,435,435,2174
T03F1.11,597,180,45,128,494,1135,1257,1475,2656,2033
T03F1.12,1688,1188,1219,2031,969,656,656,688,188,719
T03G6.1,625,104,182,52,156,469,1693,1172,2266,3281
T03G6.3,5,39,25,32,72,98,1430,1940,2501,3858
T03G11.3,403,565,887,323,161,1371,726,2016,1855,1694
mans-3,957,1575,2208,1530,950,505,460,445,995,377
T03G11.6,2559,1818,2131,1887,852,241,141,176,183,11
T04A6.1,333,333,333,333,667,333,5000,2000,333,333
T04A6.2,714,714,714,714,1429,714,714,2857,714,714
T04B8.1,526,1579,2105,1579,1579,526,526,526,526,526
arrd-1,6366,692,613,324,552,315,175,499,245,219
T04B8.5,1276,1288,1924,1583,1251,728,568,568,442,371
T04C4.1,2692,1319,2363,824,989,989,440,55,275,55
T04C9.1,1571,1179,1295,982,821,1027,723,750,580,1071
T04D1.2,4635,2135,1938,674,70,267,140,56,28,56
attf-5,324,880,1412,1366,1181,1273,718,694,625,1528
T04G9.4,3634,1545,1723,1000,188,198,168,287,693,564
trap-2,2023,1938,2262,1750,1022,347,177,157,161,163
T04G9.7,345,1034,345,345,1724,1034,345,3448,1034,345
T05A7.1,17,85,169,237,423,795,4365,1844,778,1286
clec-140,2941,1765,588,1176,588,588,588,588,588,588
T05A7.3,3744,1327,521,806,711,427,664,474,1280,47
fut-6,1538,1026,256,1026,1795,1282,1026,1282,256,513
T05A7.6,714,1429,714,1429,714,714,714,1429,714,1429
T05A7.7,2949,1667,1667,385,513,769,641,128,513,769
T05A8.3,298,213,383,936,638,1191,1191,1064,723,3362
nep-2,22,22,22,43,260,1688,2554,2381,2251,758
T05A8.5,625,625,2500,625,625,1875,1250,625,625,625
T05A8.7,909,909,909,909,909,909,909,909,909,1818
T05A12.3,2807,1320,1158,1033,786,579,332,547,830,608
T05A12.4,1929,1387,1793,1599,1238,750,402,303,330,271
lgc-1,385,1154,1538,769,1923,385,385,385,385,2692
phat-4,17,50,83,133,117,817,1233,2217,4283,1050
T05B4.8,119,357,1190,1190,357,714,595,2143,2381,952
T05B4.9,435,435,435,435,435,870,1304,4783,435,435
T05B4.10,455,455,455,455,455,909,455,5455,455,455
phat-5,21,21,21,21,41,1307,1909,2676,3299,685
T05B4.12,667,2667,667,1333,667,1333,667,667,667,667
T05B4.13,556,556,2778,2778,556,556,556,556,556,556
T05B11.1,125,278,1421,1817,2408,1571,634,791,702,253
clic-1,1281,1466,1293,1588,1362,722,562,771,518,438
T05B11.4,625,625,625,625,1875,1250,625,1250,1875,625
T05C1.1,625,625,625,625,1875,1250,625,1875,1250,625
T05C1.2,435,1304,435,870,435,870,435,1304,435,3478
T05C1.3,147,441,147,441,1618,588,1029,1618,1912,2059
camt-1,1543,1613,2152,1226,1027,957,760,253,149,319
T05C1.5,385,3462,2308,385,385,1154,769,385,385,385
T05C3.2,833,833,833,833,833,2500,833,833,833,833
T05C3.6,64,1474,1410,1538,192,321,513,256,2885,1346
T05E7.1,3750,625,625,625,625,625,1250,625,625,625
T05E7.3,3385,1615,1473,1072,1085,607,245,245,142,129
T05E7.4,3,3,3,3,10,55,561,911,2383,6067
vet-1,6962,159,119,119,370,185,317,410,1017,343
ferl-1,204,408,3061,2653,1837,816,408,204,204,204
let-355,1427,1355,1685,1525,1401,1061,567,520,206,252
acl-8,196,1373,196,1176,2941,784,1373,1176,196,588
fbxa-196,714,714,714,714,3571,714,714,714,714,714
T05H4.4,2500,2083,833,833,1250,417,833,417,417,417
hpo-19,1100,1175,1741,1310,1285,823,736,649,926,255
erfa-1,1720,1293,1594,1398,985,586,626,799,714,284
T05H4.7,30,30,213,274,122,2249,4286,517,1520,760
T05H4.10,1214,2300,1612,1785,1177,664,462,275,323,189
T05H4.11,1863,2370,2102,1924,729,329,211,178,167,126
atp-4,849,735,950,1063,811,906,1001,1069,1262,1353
T05H4.15,714,714,714,714,1429,714,714,2857,714,714
T06A1.1,200,800,1000,1200,400,800,600,600,3200,1200
glb-25,167,333,1000,1333,2833,1333,1000,167,667,1167
T06A1.5,89,625,1250,982,625,714,625,2321,2679,89
T06A4.1,73,657,73,365,365,730,2190,657,3796,1095
T06A4.3,980,980,196,784,980,980,784,2745,196,1373
mel-46,2066,1737,1534,1630,1200,597,340,257,412,227
T06A10.2,714,2143,714,2143,714,714,714,714,714,714
T06A10.3,1550,1600,1452,1621,1156,627,641,669,416,268
lsy-13,1873,1493,1660,1311,973,734,333,442,541,640
T06C10.3,833,833,833,833,833,833,1667,833,833,1667
T06D4.1,3235,1471,294,588,2353,294,294,882,294,294
T06D4.2,769,769,769,769,769,769,769,769,769,3077
nep-20,833,2500,833,833,833,833,833,833,833,833
T06F4.1,6,24,6,18,78,483,1230,1725,2461,3969
pqbp-1.2,2421,1944,873,992,1071,635,794,159,79,1032
T07A9.8,1655,1938,1549,1731,1284,705,369,306,265,198
nog-1,1535,1445,1590,1592,1302,736,485,471,465,378
T07A9.10,948,1809,1616,1858,1311,919,609,382,305,244
T07A9.12,360,1263,1061,1572,1383,1061,587,1181,758,777
tag-261,1885,2149,2197,1856,787,427,217,229,138,115
T07D1.2,60,150,219,219,852,1818,2316,2097,1382,887
T07D1.3,714,714,714,714,1429,1429,2143,714,714,714
T07D3.4,85,254,593,85,254,847,2288,763,3390,1441
T07D3.9,409,675,389,389,982,1411,3006,1697,368,675
T07E3.3,676,541,3108,2703,946,811,405,135,541,135
T07E3.4,1017,993,194,363,508,944,2615,1114,1550,702
brc-2,1518,1240,1634,1669,1692,1286,487,58,197,220
pdf-1,434,231,462,405,260,896,780,1243,1850,3439
T07F8.1,667,667,667,667,667,2000,667,667,667,2667
npr-31,455,1818,455,909,455,909,455,1364,455,2727
T07F8.4,2184,1710,1438,1605,1124,858,447,377,119,140
T07F12.1,168,107,290,137,46,107,550,1511,4672,2412
T07F12.2,1548,956,1091,1056,1049,1013,792,991,877,628
arrd-23,161,323,2258,2419,1129,1774,484,484,806,161
T07F12.4,111,222,111,111,111,111,778,1778,3667,3000
bath-46,385,385,385,385,385,385,385,385,385,6538
math-38,250,1250,1250,1750,3500,1000,250,250,250,250
clec-21,667,1333,667,1333,2000,667,1333,667,667,667
bath-26,323,323,323,323,323,323,645,323,323,6774
T07H6.1,30,24,22,14,40,824,2287,2201,2596,1963
sre-12,3077,769,769,769,769,769,769,769,769,769
epg-7,2623,1291,1071,1010,803,681,652,587,720,561
ttr-30,455,455,455,1364,1818,909,909,455,455,2727
ttr-59,43,1558,260,433,346,606,649,736,3074,2294
T08B1.1,278,278,278,278,833,556,833,3611,556,2500
T08B1.4,2500,312,312,312,938,625,625,1250,312,2812
acs-3,244,732,244,244,976,488,1463,1707,2683,1220
T08B2.4,2125,500,875,1125,1125,1375,875,1125,750,125
rbm-5,2125,1352,1234,1157,873,931,778,705,429,416
ech-1.2,1024,1365,1599,1647,1460,1034,518,525,441,387
mrpl-23,698,1032,998,1197,1296,1097,1084,955,860,783
T08B2.11,2075,1321,566,1132,755,1321,1132,189,755,755
T08B2.12,185,185,185,185,185,185,556,2778,5370,185
T08B6.1,625,625,625,1875,625,625,625,625,3125,625
T08B6.5,244,732,244,488,488,1220,3415,1951,244,976
math-39,556,1667,556,556,1111,1667,556,2222,556,556
math-40,227,909,227,682,455,455,227,227,4773,1818
math-41,2054,969,698,775,1279,310,814,1977,620,504
fbxc-19,1990,2573,1739,1642,1217,437,35,247,89,31
fbxb-10,6571,1872,852,207,84,92,40,88,179,16
fbxa-3,1992,1411,2158,1826,1286,622,373,41,207,83
T08E11.8,769,769,769,769,769,1538,2308,769,769,769
T08G2.2,2593,370,1852,370,370,741,370,370,2593,370
acdh-10,1840,1142,992,899,871,821,1103,1029,759,545
ast-1,1080,388,291,596,402,762,1247,2701,1233,1302
T08H10.1,607,2675,1138,2115,2512,875,38,14,12,14
T08H10.3,1509,2075,1132,566,566,377,189,189,755,2642
T08H10.4,909,909,909,909,909,1818,909,909,909,909
gpx-6,233,462,388,416,905,1683,1916,1857,1204,936
T09A12.5,1547,1250,1375,1000,1500,1094,641,562,359,672
pigv-1,2787,2128,979,1186,1394,565,264,226,282,188
T09B4.2,2598,1397,1676,1089,866,978,223,307,251,615
T09B4.3,987,773,558,622,1052,1137,622,236,1738,2275
T09B4.4,1610,1123,1081,953,996,1059,742,975,339,1123
T09B4.5,1600,1801,1613,1571,1339,1145,651,106,90,85
T09B4.6,1875,417,417,2083,1250,833,208,208,208,2500
T09B4.7,323,2581,1290,1290,645,323,323,323,1613,1290
T09B4.8,1684,2397,2006,1959,1392,365,35,30,48,83
tin-44,382,844,1312,1232,940,1041,1121,887,1227,1014
T09D3.3,196,196,196,196,392,392,2353,980,2745,2353
nhr-216,256,1026,256,513,513,256,513,4615,1282,769
T10B5.3,1638,1777,1628,1592,1134,669,448,468,266,379
T10B5.4,276,380,322,455,823,840,1525,1951,2181,1249
cct-7,375,497,564,662,581,606,992,1601,2050,2073
knl-3,2222,2531,2106,1609,754,111,217,203,111,135
T10B5.7,476,476,476,476,1905,952,2381,1429,476,952
T10B5.8,109,109,978,978,326,543,543,326,543,5543
T10B5.10,169,169,169,169,339,508,508,339,2712,4915
pcbd-1,1852,1423,1835,1727,1043,495,355,355,519,397
cerk-1,822,987,999,1152,1283,1017,408,591,1087,1655
ztf-4,1425,1640,1688,1747,1333,769,489,419,220,269
T10B11.4,556,556,556,556,556,556,1667,3889,556,556
T10B11.5,1264,1609,1379,460,460,575,1149,1149,805,1149
T10B11.6,493,675,888,622,690,637,1176,1646,1624,1548
T10B11.7,2072,1066,1474,1295,1006,757,647,448,1135,100
T10B11.8,1848,870,435,109,326,1413,435,2174,109,2283
chil-24,200,1000,200,200,1400,1600,1200,400,600,3200
T10D4.6,1086,1213,1073,1379,1264,1111,1137,690,536,511
T10E9.1,1548,2334,1807,2285,1159,259,178,162,178,89
T10E9.2,1740,2492,1887,2335,1081,124,70,117,97,57
T10E9.3,217,217,217,217,652,1522,1087,2391,2826,652
T10E9.4,909,1818,909,909,909,909,909,909,909,909
T10E9.5,588,588,588,588,588,588,1176,1765,588,2941
T10E9.6,385,385,3077,3077,385,385,1154,385,385,385
nuo-2,437,793,858,918,875,963,1103,1103,1162,1789
T10E9.8,1034,1133,2266,2020,1527,246,246,148,936,443
acdh-4,556,1667,1111,1667,1778,1111,889,667,444,111
T10E10.4,76,458,1221,534,153,611,2290,382,2519,1756
T10F2.2,1075,1355,1192,1916,911,350,631,1051,491,1028
prp-19,2022,1874,1721,1595,1059,517,399,316,302,196
T10H9.1,147,147,147,294,147,147,588,441,147,7794
syx-18,1308,1642,1557,1606,1286,1023,789,377,299,114
T10H10.2,152,152,152,303,606,1364,455,455,2273,4091
sav-1,1092,680,647,688,785,1456,1335,1003,1335,979
T11F8.1,4286,317,952,317,952,317,317,952,1429,159
T12A2.1,3226,968,81,81,81,806,726,2581,242,1210
stt-3,2646,1640,1955,1639,860,396,248,205,240,172
T12A2.3,1591,227,1591,2273,682,227,227,2727,227,227
T12A2.5,833,833,833,2500,833,833,833,833,833,833
bcas-2,1744,1721,1876,1695,1012,554,440,315,353,289
gen-1,2055,1086,1297,1057,926,765,561,889,773,590
esyt-2,481,321,741,882,1864,2144,621,701,1062,1182
T12B3.1,500,500,500,500,500,1500,500,500,500,4500
T12B3.2,385,1923,1538,769,769,2308,769,769,385,385
T12B3.3,1600,1472,2408,1894,1162,619,257,234,166,189
mob-3,934,148,109,122,138,122,1156,3421,2451,1399
fbxa-51,625,625,625,625,625,625,2500,625,1875,1250
fbxa-54,1860,233,2791,233,233,930,698,698,465,1860
fbxa-10,378,1385,1612,2292,1411,957,428,554,479,504
fbxa-11,1422,2227,2464,1801,948,284,284,142,332,95
fbxa-55,833,833,833,833,833,833,833,833,833,2500
fbxa-59,172,345,172,172,345,690,1724,1897,1552,2931
fbxa-60,714,714,714,714,714,1429,714,1429,714,2143
fbxa-67,963,2379,1859,1918,930,469,335,251,544,352
fbxa-23,1856,3144,1546,1546,928,464,258,52,52,155
nhr-273,323,968,1290,1613,645,1613,1613,1290,323,323
T12C9.7,2200,600,1000,600,2000,1000,800,200,1400,200
T12E12.1,1287,1216,1245,1358,1429,792,990,736,693,255
cec-6,3118,1658,1539,1066,829,434,421,355,355,224
T12E12.3,1375,2026,1762,1965,855,448,265,489,642,173
T12E12.6,588,588,588,588,1176,1176,1765,588,2353,588
sld-2,2889,2336,2167,1332,406,124,102,282,169,192
T12F5.2,192,1731,962,577,385,769,769,192,1731,2692
T13A10.1,556,1111,556,556,1111,556,3889,556,556,556
T13A10.2,204,204,204,204,816,1224,612,2449,3878,204
pho-14,29,57,86,57,402,2155,2529,1264,2356,1063
lips-11,909,909,909,909,909,909,1818,909,909,909
lips-12,4400,1600,400,400,1200,400,400,400,400,400
sut-1,2034,1786,1608,1411,1049,642,331,223,337,579
T13C2.2,37,56,176,231,361,361,852,1204,2509,4213
T13C2.3,87,403,410,586,1193,1593,1551,1151,1293,1733
ssup-72,2506,2438,1635,1597,818,280,227,61,76,363
T13C2.6,2073,1627,1409,1330,875,875,455,464,499,394
T13C2.7,1011,112,1461,1573,112,449,449,225,674,3933
T13C5.2,345,345,345,690,2759,3448,345,1034,345,345
T13C5.3,789,1491,1404,1316,877,965,702,1316,965,175
ceh-54,244,244,244,244,244,244,2195,2195,2683,1463
T13C5.6,1783,1380,1483,1672,1369,859,417,406,399,232
T13C5.7,91,818,1636,2273,909,1182,636,727,1273,455
T13G4.1,3077,1231,3231,769,615,308,308,154,154,154
hot-8,44,52,59,29,347,1268,1947,2168,2176,1910
tmc-1,398,171,483,85,66,104,161,1024,2692,4815
T13G4.4,1964,2256,1682,1823,1360,383,111,201,141,81
T13G4.7,4375,625,625,625,625,625,625,625,625,625
spat-3,3105,829,991,604,692,989,847,839,560,543
T14A8.2,217,217,217,217,435,435,1304,2174,1957,2826
T14B4.1,1502,1668,1776,1892,1245,772,274,183,423,266
T14B4.2,829,1177,1465,1628,1325,1105,733,678,531,530
T14B4.3,707,1608,1702,1596,1408,870,469,532,563,544
T14B4.5,1339,1607,357,134,268,1205,670,1250,625,2545
T14B4.8,205,548,741,1112,1433,1305,1244,1128,1211,1073
T14B4.9,256,1282,256,513,513,513,2051,256,2564,1795
svh-2,835,134,1714,1595,313,179,358,894,1103,2876
dop-3,67,67,67,67,200,133,600,2600,5867,333
vha-15,2153,1401,1425,1461,900,650,382,495,578,555
T14F9.2,1498,1952,1846,1755,968,756,287,227,182,530
hex-1,185,370,185,185,926,1667,1111,926,2963,1481
T14G11.1,336,537,973,906,1443,1158,1158,973,1560,956
immt-1,1226,602,695,633,754,1012,1195,1080,1381,1423
hpo-8,1584,1404,1737,1785,1197,689,397,376,546,286
T15B7.8,714,714,714,714,1429,1429,2143,714,714,714
T15B7.10,909,909,909,909,1818,909,909,909,909,909
dmsr-13,588,588,588,588,1176,1176,1176,588,2941,588
T15B7.15,3155,1748,1553,1650,680,340,194,534,97,49
lgc-54,909,909,909,909,909,909,909,909,1818,909
T15B7.17,455,455,2727,2727,455,455,455,455,455,1364
T15B12.1,18,6,2,4,73,788,3108,2794,1992,1215
math-42,294,588,1765,1765,2059,294,294,882,1765,294
T16A1.2,833,1000,2500,1833,2500,500,333,167,167,167
fbxb-37,7869,724,256,166,142,137,109,298,166,133
pals-25,329,914,544,1068,1068,1222,1376,1263,1314,903
fbxb-81,8946,59,44,59,205,88,161,161,190,88
fbxb-82,8882,172,221,86,172,49,123,37,111,147
fbxb-83,8381,409,353,93,233,93,102,242,56,37
fbxb-84,8307,502,431,105,129,80,65,55,151,175
T17A3.10,5263,526,526,526,526,526,526,526,526,526
T17A3.12,7494,436,536,218,210,201,293,210,34,369
nmt-1,1109,1417,1780,1734,1210,815,629,466,418,420
T17H7.7,200,200,1400,1400,400,1800,1400,2400,600,200
T19A5.1,2106,1810,2002,1455,1006,547,242,202,360,271
T19A5.3,159,317,794,476,1270,952,2063,952,2540,476
nhr-219,769,769,769,769,769,769,769,769,769,3077
pamn-1,357,714,952,774,1488,1250,1012,1429,1190,833
T19B4.3,1304,1559,1548,1912,1166,723,409,528,337,513
T19B4.5,1075,2060,1940,1821,1343,687,328,179,537,30
best-17,3611,278,3333,278,278,556,833,278,278,278
T19C3.2,116,349,116,116,116,930,465,2093,1163,4535
T19C3.3,118,118,118,471,235,353,1059,2000,1765,3765
T19C3.4,487,678,806,778,746,954,1346,1158,1506,1540
T19C3.5,7598,827,472,39,197,157,118,354,197,39
T19C3.6,909,909,909,909,909,909,1818,909,909,909
T19C3.7,556,1667,556,2222,556,556,556,556,556,2222
ttr-7,357,357,357,357,357,1786,3214,714,2143,357
T19D2.1,909,909,909,909,1818,909,909,909,909,909
T19D2.3,2,2,2,5,10,31,27,440,3208,6271
lgc-32,909,909,909,909,909,909,1818,909,909,909
lpr-7,98,882,980,686,490,686,1176,2647,1863,490
rund-1,1400,1000,1600,2200,800,1600,600,400,200,200
T19D7.5,345,345,345,345,690,345,345,4828,345,2069
T19D7.6,278,556,1111,556,278,2222,1389,278,2500,833
T19D7.7,5312,312,312,312,312,1250,312,312,1250,312
T19D12.1,2137,382,76,153,458,687,992,1069,1221,2824
T19D12.2,278,278,1111,278,278,1389,2222,1389,278,2500
T19D12.3,909,909,909,909,1818,909,909,909,909,909
T19D12.4,196,196,980,392,392,980,784,980,2549,2549
T19D12.6,286,805,662,626,859,2093,1109,376,1288,1896
oig-8,263,1053,263,263,526,2368,526,526,2105,2105
T19D12.10,526,526,526,526,526,526,526,526,526,5263
clec-178,95,190,95,95,381,1048,3429,2952,1143,571
frpr-18,400,400,400,400,400,400,800,400,400,6000
ugt-9,244,244,244,244,732,1707,976,1951,2195,1463
T19H12.2,5320,1083,1263,323,295,169,241,541,399,366
T19H12.3,500,500,500,500,500,500,2500,1500,500,2500
T19H12.6,400,800,400,400,400,400,400,3600,2000,1200
ugt-12,286,286,286,286,1429,857,2571,1714,286,2000
ugt-11,2340,1859,3462,1442,192,192,353,96,32,32
ugt-10,909,1818,909,909,909,909,909,909,909,909
T20B5.2,909,455,227,455,227,227,909,1136,4091,1364
oga-1,912,984,1556,1592,859,1360,894,680,537,626
T20B6.3,92,275,1284,183,183,550,92,1835,1560,3945
trd-1,859,1565,1120,1467,1989,1011,641,793,391,163
T20B12.3,1626,1676,1743,1640,1310,700,348,334,248,375
T20B12.7,1291,1697,1607,1610,1086,670,541,466,512,520
lgc-50,207,621,276,483,724,379,207,862,1379,4862
arrd-22,435,435,435,435,870,435,435,435,5652,435
T20D4.11,909,909,909,909,909,909,909,1818,909,909
T20D4.19,5450,1394,1890,587,202,92,147,92,18,128
mrrf-1,1224,1163,1420,1420,1178,710,574,619,1012,680
T20F5.4,404,435,155,186,342,621,1056,373,3106,3323
T20F5.5,526,3158,526,1579,526,526,1579,526,526,526
T20F5.6,1865,1555,1211,1239,1132,885,541,625,648,299
T20F5.7,2509,1766,1444,1451,908,522,365,650,193,193
T20F7.1,1734,1371,1966,1740,1048,673,466,414,136,453
T20F7.3,909,909,909,909,909,1818,909,909,909,909
aakg-2,1051,1313,909,1303,1364,869,828,354,687,1323
acs-9,1935,1613,806,806,484,161,1129,968,1129,968
T20H4.2,104,312,104,104,104,1354,2812,3750,1250,104
T20H4.5,505,752,836,901,987,1038,1223,1167,1100,1489
fbxa-43,833,833,833,833,833,833,2500,833,833,833
T21D9.2,909,909,909,909,909,909,1818,909,909,909
zmp-6,909,909,909,909,909,909,1818,909,909,909
pqbp-1.1,1334,1274,1238,1342,1133,1020,757,497,774,630
T21D12.7,725,435,580,652,290,942,1232,2101,1522,1522
sma-10,357,714,357,714,714,714,1071,1786,2500,1071
T21D12.11,556,556,556,556,556,556,5000,556,556,556
T21D12.12,244,244,244,488,1951,1463,2927,732,976,732
egg-4,3611,1250,1528,1667,417,139,278,417,556,139
T21E3.2,2571,1714,1143,1714,571,286,571,857,286,286
T21E12.3,909,909,909,909,1818,909,909,909,909,909
T21E12.5,526,526,526,526,3684,1053,1579,526,526,526
lgc-53,526,526,526,526,526,1053,1053,526,526,4211
T21F4.1,5781,886,1139,1013,338,127,380,84,211,42
T21G5.1,204,204,1837,1837,816,2041,1020,816,204,1020
T21G5.2,179,1071,179,893,536,357,2321,536,179,3750
smz-2,435,1739,435,870,435,435,1739,1739,435,1739
T21H3.1,909,909,909,909,909,909,1818,909,909,909
cutl-22,417,417,417,417,833,833,2500,417,3333,417
T21H3.5,76,305,611,687,153,534,2977,2290,1756,611
T22B2.1,769,256,256,769,2051,1795,3333,256,256,256
T22B2.2,2857,714,714,714,714,1429,714,714,714,714
T22B2.3,625,625,625,625,1875,1250,1875,1250,625,625
T22B7.3,5397,476,1032,238,635,159,476,556,635,397
T22B7.4,2315,1585,1430,1541,1095,757,422,476,235,144
T22B7.7,250,500,250,500,1500,500,1250,4250,750,250
T22B11.1,6706,1529,353,118,235,235,235,353,118,118
T22B11.4,451,827,376,301,451,677,677,226,1805,4211
ogdh-1,691,444,723,652,733,811,791,1142,1486,2527
T22D1.3,652,750,984,973,1173,1224,984,1027,1031,1202
ribo-1,1628,1987,2251,1778,1052,388,203,375,169,169
T22D1.5,978,2500,217,109,978,326,435,978,978,2500
T22D1.8,588,2353,588,1176,1176,588,1765,588,588,588
ruvb-2,3005,2314,1852,1516,729,179,115,126,122,42
T22D1.11,633,253,886,506,2785,1139,1772,1266,506,253
npr-12,262,98,385,262,999,2383,3235,1605,467,303
T22E5.1,289,231,867,867,520,231,462,2081,405,4046
igdb-3,102,918,1735,1327,3367,918,612,612,306,102
T22E5.6,127,253,506,127,253,759,3544,759,1772,1899
lron-8,129,503,826,933,2022,2718,2255,413,102,100
